   1               		.file	"core.c"
   2               	__SREG__ = 0x3f
 2171 0ca0 0097      		sbiw r24,0
 2172 0ca2 01F0      		breq .L114
 2173               	.LM189:
 2174 0ca4 8130      		cpi r24,1
 2175 0ca6 9105      		cpc r25,__zero_reg__
 2176 0ca8 01F0      		breq .L114
 2177               	.LM190:
 2178 0caa 8230      		cpi r24,2
 2179 0cac 9105      		cpc r25,__zero_reg__
 2180 0cae 01F0      		breq .L115
 2181               	.LM191:
 2182 0cb0 0497      		sbiw r24,4
 2183 0cb2 01F0      		breq .L115
 2184               	.LM192:
 2185 0cb4 65FF      		sbrs r22,5
 2186 0cb6 00C0      		rjmp .L116
 2187 0cb8 83E0      		ldi r24,lo8(3)
 2188 0cba 90E0      		ldi r25,hi8(3)
 2189               	.LVL129:
 2190 0cbc 00C0      		rjmp .L117
 2191               	.LVL130:
 2192               	.L116:
 2193               	.LM193:
 2194 0cbe 80E0      		ldi r24,lo8(.LC9)
 2195 0cc0 90E0      		ldi r25,hi8(.LC9)
 2196 0cc2 60E1      		ldi r22,lo8(272)
 2197 0cc4 71E0      		ldi r23,hi8(272)
 2198               	.LVL131:
 2199               	.L163:
 2200 0cc6 40E0      		ldi r20,lo8(.LC10)
 2201 0cc8 50E0      		ldi r21,hi8(.LC10)
 2202 0cca 0E94 0000 		call __myassert
 2203               	.LVL132:
 2204               	.LM194:
 2205 0cce 81E0      		ldi r24,lo8(1)
 2206 0cd0 90E0      		ldi r25,hi8(1)
 2207 0cd2 0E94 0000 		call exit
 2208               	.L114:
 2209 0cd6 87E0      		ldi r24,lo8(7)
 2210 0cd8 90E0      		ldi r25,hi8(7)
 2211               	.LVL133:
 2212 0cda 00C0      		rjmp .L117
 2213               	.LVL134:
 2214               	.L115:
 2215 0cdc 85E0      		ldi r24,lo8(5)
 2216 0cde 90E0      		ldi r25,hi8(5)
 2217               	.LVL135:
 2218               	.L117:
 2219               	.LM195:
 2220 0ce0 2981      		ldd r18,Y+1
 2221 0ce2 2695      		lsr r18
 2222 0ce4 2695      		lsr r18
 2223 0ce6 01F4      		brne .+2
 2224 0ce8 00C0      		rjmp .L158
 2225               	.L118:
 2226               	.LM196:
 2227 0cea 2130      		cpi r18,lo8(1)
 2228 0cec 01F4      		brne .+2
 2229 0cee 00C0      		rjmp .L158
 2230               	.L120:
 2231               	.LM197:
 2232 0cf0 2230      		cpi r18,lo8(2)
 2233 0cf2 01F4      		brne .+2
 2234 0cf4 00C0      		rjmp .L159
 2235               	.L121:
 2236               	.LM198:
 2237 0cf6 2430      		cpi r18,lo8(4)
 2238 0cf8 01F4      		brne .+2
 2239 0cfa 00C0      		rjmp .L159
 2240               	.L122:
 2241               	.LM199:
 2242 0cfc 30E0      		ldi r19,lo8(0)
 2243 0cfe 25FD      		sbrc r18,5
 2244 0d00 00C0      		rjmp .L143
 2245               	.LM200:
 2246 0d02 00D0      		rcall .
 2247 0d04 0F92      		push __tmp_reg__
 2248 0d06 80E0      		ldi r24,lo8(.LC24)
 2249 0d08 90E0      		ldi r25,hi8(.LC24)
 2250               	.LVL136:
 2251 0d0a EDB7      		in r30,__SP_L__
 2252 0d0c FEB7      		in r31,__SP_H__
 2253 0d0e 8183      		std Z+1,r24
 2254 0d10 9283      		std Z+2,r25
 2255 0d12 3070      		andi r19,hi8(255)
 2256 0d14 2383      		std Z+3,r18
 2257 0d16 3483      		std Z+4,r19
 2258 0d18 0E94 0000 		call printf
 2259               	.LM201:
 2260 0d1c 0F90      		pop __tmp_reg__
 2261 0d1e 0F90      		pop __tmp_reg__
 2262 0d20 0F90      		pop __tmp_reg__
 2263 0d22 0F90      		pop __tmp_reg__
 2264 0d24 80E0      		ldi r24,lo8(.LC9)
 2265 0d26 90E0      		ldi r25,hi8(.LC9)
 2266 0d28 61E2      		ldi r22,lo8(289)
 2267 0d2a 71E0      		ldi r23,hi8(289)
 2268 0d2c 00C0      		rjmp .L163
 2269               	.L113:
 2270               	.LBE211:
 2271               	.LM202:
 2272 0d2e A901      		movw r20,r18
 2273 0d30 407F      		andi r20,lo8(240)
 2274 0d32 5070      		andi r21,hi8(240)
 2275 0d34 4033      		cpi r20,48
 2276 0d36 5105      		cpc r21,__zero_reg__
 2277 0d38 01F0      		breq .+2
 2278 0d3a 00C0      		rjmp .L123
 2279               	.LBB212:
 2280               	.LM203:
 2281 0d3c 4981      		ldd r20,Y+1
 2282 0d3e 2F70      		andi r18,lo8(15)
 2283 0d40 3070      		andi r19,hi8(15)
 2284 0d42 220F      		lsl r18
 2285 0d44 331F      		rol r19
 2286 0d46 220F      		lsl r18
 2287 0d48 331F      		rol r19
 2288 0d4a 842F      		mov r24,r20
 2289 0d4c 8295      		swap r24
 2290 0d4e 8695      		lsr r24
 2291 0d50 8695      		lsr r24
 2292 0d52 8370      		andi r24,0x3
 2293 0d54 822B      		or r24,r18
 2294 0d56 01F0      		breq .L124
 2295               	.LM204:
 2296 0d58 8130      		cpi r24,lo8(1)
 2297 0d5a 01F0      		breq .L124
 2298               	.LM205:
 2299 0d5c 8230      		cpi r24,lo8(2)
 2300 0d5e 01F0      		breq .L125
 2301               	.LM206:
 2302 0d60 8430      		cpi r24,lo8(4)
 2303 0d62 01F0      		breq .L125
 2304               	.LM207:
 2305 0d64 8F31      		cpi r24,lo8(31)
 2306 0d66 01F0      		breq .L126
 2307               	.LM208:
 2308 0d68 85FD      		sbrc r24,5
 2309 0d6a 00C0      		rjmp .L126
 2310               	.LM209:
 2311 0d6c 8330      		cpi r24,lo8(3)
 2312 0d6e 01F0      		breq .L126
 2313               	.LM210:
 2314 0d70 80E0      		ldi r24,lo8(.LC9)
 2315 0d72 90E0      		ldi r25,hi8(.LC9)
 2316 0d74 6AE3      		ldi r22,lo8(314)
 2317 0d76 71E0      		ldi r23,hi8(314)
 2318 0d78 00C0      		rjmp .L163
 2319               	.L124:
 2320               	.LM211:
 2321 0d7a 86E0      		ldi r24,lo8(6)
 2322 0d7c 90E0      		ldi r25,hi8(6)
 2323               	.LVL137:
 2324 0d7e 00C0      		rjmp .L127
 2325               	.LVL138:
 2326               	.L125:
 2327 0d80 84E0      		ldi r24,lo8(4)
 2328 0d82 90E0      		ldi r25,hi8(4)
 2329               	.LVL139:
 2330 0d84 00C0      		rjmp .L127
 2331               	.LVL140:
 2332               	.L126:
 2333 0d86 82E0      		ldi r24,lo8(2)
 2334 0d88 90E0      		ldi r25,hi8(2)
 2335               	.LVL141:
 2336               	.L127:
 2337               	.LM212:
 2338 0d8a 50E0      		ldi r21,lo8(0)
 2339 0d8c 9A01      		movw r18,r20
 2340 0d8e 2F73      		andi r18,lo8(63)
 2341 0d90 3070      		andi r19,hi8(63)
 2342 0d92 2115      		cp r18,__zero_reg__
 2343 0d94 3105      		cpc r19,__zero_reg__
 2344 0d96 01F0      		breq .L158
 2345               	.L128:
 2346               	.LM213:
 2347 0d98 2130      		cpi r18,1
 2348 0d9a 3105      		cpc r19,__zero_reg__
 2349 0d9c 01F4      		brne .L130
 2350               	.LVL142:
 2351               	.L158:
 2352               	.LM214:
 2353 0d9e 0496      		adiw r24,4
 2354               	.LVL143:
 2355 0da0 00C0      		rjmp .L143
 2356               	.L130:
 2357               	.LM215:
 2358 0da2 2230      		cpi r18,2
 2359 0da4 3105      		cpc r19,__zero_reg__
 2360 0da6 01F0      		breq .L159
 2361               	.L131:
 2362               	.LM216:
 2363 0da8 2430      		cpi r18,4
 2364 0daa 3105      		cpc r19,__zero_reg__
 2365 0dac 01F4      		brne .L132
 2366               	.LVL144:
 2367               	.L159:
 2368               	.LM217:
 2369 0dae 0296      		adiw r24,2
 2370               	.LVL145:
 2371 0db0 00C0      		rjmp .L143
 2372               	.L132:
 2373               	.LM218:
 2374 0db2 45FD      		sbrc r20,5
 2375 0db4 00C0      		rjmp .L143
 2376               	.LM219:
 2377 0db6 80E0      		ldi r24,lo8(.LC9)
 2378 0db8 90E0      		ldi r25,hi8(.LC9)
 2379               	.LVL146:
 2380 0dba 6AE4      		ldi r22,lo8(330)
 2381 0dbc 71E0      		ldi r23,hi8(330)
 2382 0dbe 00C0      		rjmp .L163
 2383               	.L123:
 2384               	.LBE212:
 2385               	.LM220:
 2386 0dc0 603A      		cpi r22,lo8(-96)
 2387 0dc2 01F4      		brne .L133
 2388               	.LM221:
 2389 0dc4 DE01      		movw r26,r28
 2390 0dc6 1496      		adiw r26,4
 2391               	.LVL147:
 2392               	.LM222:
 2393 0dc8 1196      		adiw r26,1
 2394 0dca 8C91      		ld r24,X
 2395 0dcc 1197      		sbiw r26,1
 2396 0dce 807C      		andi r24,lo8(-64)
 2397 0dd0 803C      		cpi r24,lo8(-64)
 2398 0dd2 01F4      		brne .L155
 2399               	.LM223:
 2400 0dd4 DE01      		movw r26,r28
 2401 0dd6 1696      		adiw r26,6
 2402 0dd8 00C0      		rjmp .L112
 2403               	.L155:
 2404               	.LBB213:
 2405               	.LM224:
 2406 0dda 1196      		adiw r26,1
 2407 0ddc 8C91      		ld r24,X
 2408 0dde 1197      		sbiw r26,1
 2409 0de0 482F      		mov r20,r24
 2410 0de2 50E0      		ldi r21,lo8(0)
 2411 0de4 9A01      		movw r18,r20
 2412 0de6 2F73      		andi r18,lo8(63)
 2413 0de8 3070      		andi r19,hi8(63)
 2414 0dea 2115      		cp r18,__zero_reg__
 2415 0dec 3105      		cpc r19,__zero_reg__
 2416 0dee 01F0      		breq .L161
 2417               	.L135:
 2418               	.LM225:
 2419 0df0 2130      		cpi r18,1
 2420 0df2 3105      		cpc r19,__zero_reg__
 2421 0df4 01F4      		brne .L137
 2422               	.L161:
 2423               	.LM226:
 2424 0df6 CD01      		movw r24,r26
 2425 0df8 0496      		adiw r24,4
 2426               	.LVL148:
 2427 0dfa 00C0      		rjmp .L136
 2428               	.LVL149:
 2429               	.L137:
 2430               	.LM227:
 2431 0dfc 2230      		cpi r18,2
 2432 0dfe 3105      		cpc r19,__zero_reg__
 2433 0e00 01F0      		breq .L160
 2434               	.L138:
 2435               	.LM228:
 2436 0e02 2430      		cpi r18,4
 2437 0e04 3105      		cpc r19,__zero_reg__
 2438 0e06 01F4      		brne .L139
 2439               	.L160:
 2440               	.LM229:
 2441 0e08 CD01      		movw r24,r26
 2442 0e0a 0296      		adiw r24,2
 2443               	.LVL150:
 2444 0e0c 00C0      		rjmp .L136
 2445               	.LVL151:
 2446               	.L139:
 2447               	.LM230:
 2448 0e0e 80E0      		ldi r24,lo8(.LC9)
 2449 0e10 90E0      		ldi r25,hi8(.LC9)
 2450 0e12 64E6      		ldi r22,lo8(356)
 2451 0e14 71E0      		ldi r23,hi8(356)
 2452 0e16 00C0      		rjmp .L163
 2453               	.LVL152:
 2454               	.L136:
 2455               	.LM231:
 2456 0e18 DC01      		movw r26,r24
 2457 0e1a 1296      		adiw r26,2
 2458               	.LVL153:
 2459               	.LM232:
 2460 0e1c 407C      		andi r20,lo8(192)
 2461 0e1e 5070      		andi r21,hi8(192)
 2462 0e20 4034      		cpi r20,64
 2463 0e22 5105      		cpc r21,__zero_reg__
 2464 0e24 01F4      		brne .L155
 2465 0e26 00C0      		rjmp .L112
 2466               	.LVL154:
 2467               	.L133:
 2468               	.LBE213:
 2469               	.LM233:
 2470 0e28 C901      		movw r24,r18
 2471 0e2a 807E      		andi r24,lo8(224)
 2472 0e2c 9070      		andi r25,hi8(224)
 2473 0e2e 8034      		cpi r24,64
 2474 0e30 9105      		cpc r25,__zero_reg__
 2475 0e32 01F4      		brne .L140
 2476               	.LBB214:
 2477               	.LM234:
 2478 0e34 8981      		ldd r24,Y+1
 2479 0e36 90E0      		ldi r25,lo8(0)
 2480 0e38 9C01      		movw r18,r24
 2481 0e3a 2F73      		andi r18,lo8(63)
 2482 0e3c 3070      		andi r19,hi8(63)
 2483 0e3e 2130      		cpi r18,1
 2484 0e40 3105      		cpc r19,__zero_reg__
 2485 0e42 01F0      		breq .L141
 2486               	.LM235:
 2487 0e44 2115      		cp r18,__zero_reg__
 2488 0e46 3105      		cpc r19,__zero_reg__
 2489 0e48 01F0      		breq .L141
 2490               	.LM236:
 2491 0e4a 2230      		cpi r18,2
 2492 0e4c 3105      		cpc r19,__zero_reg__
 2493 0e4e 01F4      		brne .L142
 2494 0e50 84E0      		ldi r24,lo8(4)
 2495 0e52 90E0      		ldi r25,hi8(4)
 2496               	.LVL155:
 2497 0e54 00C0      		rjmp .L143
 2498               	.LVL156:
 2499               	.L142:
 2500               	.LM237:
 2501 0e56 85FF      		sbrs r24,5
 2502 0e58 00C0      		rjmp .L144
 2503 0e5a 82E0      		ldi r24,lo8(2)
 2504 0e5c 90E0      		ldi r25,hi8(2)
 2505               	.LVL157:
 2506 0e5e 00C0      		rjmp .L143
 2507               	.LVL158:
 2508               	.L144:
 2509               	.LM238:
 2510 0e60 2430      		cpi r18,4
 2511 0e62 3105      		cpc r19,__zero_reg__
 2512 0e64 01F4      		brne .L145
 2513               	.LM239:
 2514 0e66 80E0      		ldi r24,lo8(.LC9)
 2515 0e68 90E0      		ldi r25,hi8(.LC9)
 2516 0e6a 6DE7      		ldi r22,lo8(381)
 2517 0e6c 71E0      		ldi r23,hi8(381)
 2518 0e6e 00C0      		rjmp .L163
 2519               	.L145:
 2520               	.LM240:
 2521 0e70 80E0      		ldi r24,lo8(.LC9)
 2522 0e72 90E0      		ldi r25,hi8(.LC9)
 2523 0e74 60E8      		ldi r22,lo8(384)
 2524 0e76 71E0      		ldi r23,hi8(384)
 2525 0e78 00C0      		rjmp .L163
 2526               	.L141:
 2527               	.LM241:
 2528 0e7a 86E0      		ldi r24,lo8(6)
 2529 0e7c 90E0      		ldi r25,hi8(6)
 2530               	.LVL159:
 2531               	.L143:
 2532               	.LM242:
 2533 0e7e DE01      		movw r26,r28
 2534 0e80 A80F      		add r26,r24
 2535 0e82 B91F      		adc r27,r25
 2536               	.LVL160:
 2537 0e84 00C0      		rjmp .L112
 2538               	.LVL161:
 2539               	.L140:
 2540               	.LBE214:
 2541               	.LM243:
 2542 0e86 4032      		cpi r20,32
 2543 0e88 5105      		cpc r21,__zero_reg__
 2544 0e8a 01F4      		brne .L146
 2545               	.LBB215:
 2546               	.LM244:
 2547 0e8c E981      		ldd r30,Y+1
 2548 0e8e E295      		swap r30
 2549 0e90 E695      		lsr r30
 2550 0e92 E770      		andi r30,0x7
 2551 0e94 F0E0      		ldi r31,lo8(0)
 2552 0e96 2F70      		andi r18,lo8(15)
 2553 0e98 3070      		andi r19,hi8(15)
 2554 0e9a B3E0      		ldi r27,3
 2555 0e9c 220F      	1:	lsl r18
 2556 0e9e 331F      		rol r19
 2557 0ea0 BA95      		dec r27
 2558 0ea2 01F4      		brne 1b
 2559 0ea4 E22B      		or r30,r18
 2560 0ea6 F32B      		or r31,r19
 2561 0ea8 EE0F      		lsl r30
 2562 0eaa FF1F      		rol r31
 2563 0eac E050      		subi r30,lo8(-(extern_functs_args))
 2564 0eae F040      		sbci r31,hi8(-(extern_functs_args))
 2565 0eb0 0190      		ld __tmp_reg__,Z+
 2566 0eb2 F081      		ld r31,Z
 2567 0eb4 E02D      		mov r30,__tmp_reg__
 2568               	.LVL162:
 2569               	.LM245:
 2570 0eb6 DE01      		movw r26,r28
 2571 0eb8 1296      		adiw r26,2
 2572               	.LVL163:
 2573 0eba 20E0      		ldi r18,lo8(0)
 2574 0ebc 30E0      		ldi r19,hi8(0)
 2575               	.LVL164:
 2576 0ebe 00C0      		rjmp .L147
 2577               	.L152:
 2578               	.LM246:
 2579 0ec0 8C91      		ld r24,X
 2580 0ec2 8823      		tst r24
 2581 0ec4 01F0      		breq .L162
 2582               	.L148:
 2583               	.LM247:
 2584 0ec6 8130      		cpi r24,lo8(1)
 2585 0ec8 01F4      		brne .L150
 2586               	.L162:
 2587               	.LM248:
 2588 0eca 1496      		adiw r26,4
 2589 0ecc 00C0      		rjmp .L149
 2590               	.L150:
 2591               	.LM249:
 2592 0ece 8230      		cpi r24,lo8(2)
 2593 0ed0 01F4      		brne .L151
 2594               	.LM250:
 2595 0ed2 1296      		adiw r26,2
 2596 0ed4 00C0      		rjmp .L149
 2597               	.L151:
 2598               	.LM251:
 2599 0ed6 8430      		cpi r24,lo8(4)
 2600 0ed8 01F4      		brne .L149
 2601               	.LM252:
 2602 0eda 80E0      		ldi r24,lo8(.LC9)
 2603 0edc 90E0      		ldi r25,hi8(.LC9)
 2604 0ede 63E9      		ldi r22,lo8(403)
 2605 0ee0 71E0      		ldi r23,hi8(403)
 2606 0ee2 00C0      		rjmp .L163
 2607               	.L149:
 2608               	.LM253:
 2609 0ee4 2F5F      		subi r18,lo8(-(1))
 2610 0ee6 3F4F      		sbci r19,hi8(-(1))
 2611 0ee8 1196      		adiw r26,1
 2612               	.L147:
 2613 0eea 2E17      		cp r18,r30
 2614 0eec 3F07      		cpc r19,r31
 2615 0eee 04F0      		brlt .L152
 2616 0ef0 00C0      		rjmp .L112
 2617               	.LVL165:
 2618               	.L146:
 2619               	.LBE215:
 2620               	.LM254:
 2621 0ef2 8036      		cpi r24,96
 2622 0ef4 9105      		cpc r25,__zero_reg__
 2623 0ef6 01F4      		brne .L153
 2624               	.LM255:
 2625 0ef8 DE01      		movw r26,r28
 2626 0efa 1396      		adiw r26,3
 2627               	.LVL166:
 2628 0efc 00C0      		rjmp .L112
 2629               	.LVL167:
 2630               	.L153:
 2631               	.LM256:
 2632 0efe DE01      		movw r26,r28
 2633 0f00 1196      		adiw r26,1
 2634               	.LVL168:
 2635               	.L112:
 2636               	.LM257:
 2637 0f02 CD01      		movw r24,r26
 2638               	.LVL169:
 2639               	/* epilogue start */
 2640 0f04 DF91      		pop r29
 2641 0f06 CF91      		pop r28
 2642 0f08 0895      		ret
 2643               	.LFE33:
 2645               		.data
 2646               	.LC25:
 2647 013d 454C 5345 		.string	"ELSE NOT IMPLEMENTED YET!\n"
 2647      204E 4F54 
 2647      2049 4D50 
 2647      4C45 4D45 
 2647      4E54 4544 
 2648               	.LC26:
 2649 0158 4341 4C4C 		.string	"CALL_ARGS(pc) <= 5"
 2649      5F41 5247 
 2649      5328 7063 
 2649      2920 3C3D 
 2649      2035 00
 2650               		.text
 2651               	.global	tuple_process
 2653               	tuple_process:
 2654               	.LFB45:
 2655               	.LM258:
 2656               	.LVL170:
 2657 0f0a 2F92      		push r2
 2658 0f0c 3F92      		push r3
 2659 0f0e 4F92      		push r4
 2660 0f10 5F92      		push r5
 2661 0f12 6F92      		push r6
 2662 0f14 7F92      		push r7
 2663 0f16 8F92      		push r8
 2664 0f18 9F92      		push r9
 2665 0f1a AF92      		push r10
 2666 0f1c BF92      		push r11
 2667 0f1e CF92      		push r12
 2668 0f20 DF92      		push r13
 2669 0f22 EF92      		push r14
 2670 0f24 FF92      		push r15
 2671 0f26 0F93      		push r16
 2672 0f28 1F93      		push r17
 2673 0f2a DF93      		push r29
 2674 0f2c CF93      		push r28
 2675 0f2e CDB7      		in r28,__SP_L__
 2676 0f30 DEB7      		in r29,__SP_H__
 2677 0f32 6697      		sbiw r28,22
 2678 0f34 CDBF      		out __SP_L__,r28
 2679 0f36 DEBF      		out __SP_H__,r29
 2680               	/* prologue: function */
 2681               	/* frame size = 22 */
 2682 0f38 8B83      		std Y+3,r24
 2683 0f3a 9C83      		std Y+4,r25
 2684 0f3c 2B01      		movw r4,r22
 2685 0f3e 4B87      		std Y+11,r20
 2686 0f40 5C87      		std Y+12,r21
 2687 0f42 2D87      		std Y+13,r18
 2688 0f44 3E87      		std Y+14,r19
 2689               	.LM259:
 2690 0f46 2DB7      		in r18,__SP_L__
 2691 0f48 3EB7      		in r19,__SP_H__
 2692               	.LVL171:
 2693 0f4a 2F87      		std Y+15,r18
 2694 0f4c 388B      		std Y+16,r19
 2695 0f4e 00C0      		rjmp .L263
 2696               	.LVL172:
 2697               	.L179:
 2698               	.LM260:
 2699 0f50 4F80      		ldd r4,Y+7
 2700 0f52 5884      		ldd r5,Y+8
 2701               	.LVL173:
 2702               	.L263:
 2703               	.LM261:
 2704 0f54 D201      		movw r26,r4
 2705 0f56 8C91      		ld r24,X
 2706 0f58 8823      		tst r24
 2707 0f5a 01F4      		brne .+2
 2708 0f5c 00C0      		rjmp .L166
 2709               	.LM262:
 2710 0f5e E82F      		mov r30,r24
 2711 0f60 F0E0      		ldi r31,lo8(0)
 2712 0f62 9F01      		movw r18,r30
 2713 0f64 207E      		andi r18,lo8(224)
 2714 0f66 3070      		andi r19,hi8(224)
 2715 0f68 2036      		cpi r18,96
 2716 0f6a 3105      		cpc r19,__zero_reg__
 2717 0f6c 01F4      		brne .L167
 2718               	.LM263:
 2719 0f6e EF71      		andi r30,lo8(31)
 2720 0f70 F070      		andi r31,hi8(31)
 2721 0f72 EE0F      		lsl r30
 2722 0f74 FF1F      		rol r31
 2723 0f76 EE0F      		lsl r30
 2724 0f78 FF1F      		rol r31
 2725 0f7a 2D85      		ldd r18,Y+13
 2726 0f7c 3E85      		ldd r19,Y+14
 2727 0f7e E20F      		add r30,r18
 2728 0f80 F31F      		adc r31,r19
 2729 0f82 8081      		ld r24,Z
 2730 0f84 9181      		ldd r25,Z+1
 2731 0f86 A281      		ldd r26,Z+2
 2732 0f88 B381      		ldd r27,Z+3
 2733 0f8a 0097      		sbiw r24,0
 2734 0f8c A105      		cpc r26,__zero_reg__
 2735 0f8e B105      		cpc r27,__zero_reg__
 2736 0f90 01F0      		breq .+2
 2737 0f92 00C0      		rjmp .L168
 2738               	.LM264:
 2739 0f94 D201      		movw r26,r4
 2740 0f96 1196      		adiw r26,1
 2741 0f98 8D91      		ld r24,X+
 2742 0f9a 9C91      		ld r25,X
 2743 0f9c 1297      		sbiw r26,1+1
 2744 0f9e 480E      		add r4,r24
 2745 0fa0 591E      		adc r5,r25
 2746 0fa2 00C0      		rjmp .L263
 2747               	.LVL174:
 2748               	.L167:
 2749               	.LM265:
 2750 0fa4 8230      		cpi r24,lo8(2)
 2751 0fa6 01F4      		brne .L169
 2752               	.LM266:
 2753 0fa8 6091 0000 		lds r22,__iob+4
 2754 0fac 7091 0000 		lds r23,(__iob+4)+1
 2755 0fb0 80E0      		ldi r24,lo8(.LC25)
 2756 0fb2 90E0      		ldi r25,hi8(.LC25)
 2757 0fb4 0E94 0000 		call fputs
 2758               	.LM267:
 2759 0fb8 80E0      		ldi r24,lo8(.LC9)
 2760 0fba 90E0      		ldi r25,hi8(.LC9)
 2761 0fbc 68E7      		ldi r22,lo8(1144)
 2762 0fbe 74E0      		ldi r23,hi8(1144)
 2763 0fc0 40E0      		ldi r20,lo8(.LC10)
 2764 0fc2 50E0      		ldi r21,hi8(.LC10)
 2765 0fc4 0E94 0000 		call __myassert
 2766 0fc8 00C0      		rjmp .L168
 2767               	.LVL175:
 2768               	.L169:
 2769               	.LM268:
 2770 0fca 803A      		cpi r24,lo8(-96)
 2771 0fcc 01F0      		breq .+2
 2772 0fce 00C0      		rjmp .L170
 2773               	.LBB216:
 2774               	.LM269:
 2775 0fd0 F201      		movw r30,r4
 2776 0fd2 9181      		ldd r25,Z+1
 2777 0fd4 A92F      		mov r26,r25
 2778               	.LVL176:
 2779 0fd6 B0E0      		ldi r27,lo8(0)
 2780               	.LVL177:
 2781 0fd8 AF77      		andi r26,lo8(127)
 2782 0fda B070      		andi r27,hi8(127)
 2783               	.LVL178:
 2784               	.LM270:
 2785 0fdc 2281      		ldd r18,Z+2
 2786 0fde 3381      		ldd r19,Z+3
 2787 0fe0 240D      		add r18,r4
 2788 0fe2 351D      		adc r19,r5
 2789 0fe4 2F83      		std Y+7,r18
 2790 0fe6 3887      		std Y+8,r19
 2791               	.LVL179:
 2792               	.LM271:
 2793 0fe8 AD01      		movw r20,r26
 2794 0fea 440F      		lsl r20
 2795 0fec 551F      		rol r21
 2796 0fee 4987      		std Y+9,r20
 2797 0ff0 5A87      		std Y+10,r21
 2798 0ff2 E091 0000 		lds r30,arguments
 2799 0ff6 F091 0000 		lds r31,(arguments)+1
 2800 0ffa E40F      		add r30,r20
 2801 0ffc F51F      		adc r31,r21
 2802 0ffe 1181      		ldd r17,Z+1
 2803               	.LM272:
 2804 1000 FD01      		movw r30,r26
 2805 1002 E050      		subi r30,lo8(-(meld_prog))
 2806 1004 F040      		sbci r31,hi8(-(meld_prog))
 2807 1006 E181      		ldd r30,Z+1
 2808 1008 F0E0      		ldi r31,lo8(0)
 2809 100a E050      		subi r30,lo8(-(meld_prog+2))
 2810 100c F040      		sbci r31,hi8(-(meld_prog+2))
 2811 100e 8081      		ld r24,Z
 2812 1010 81FF      		sbrs r24,1
 2813 1012 00C0      		rjmp .L171
 2814 1014 80FD      		sbrc r24,0
 2815 1016 00C0      		rjmp .L171
 2816               	.LBB217:
 2817               	.LM273:
 2818 1018 A40F      		add r26,r20
 2819 101a B51F      		adc r27,r21
 2820 101c AA0F      		lsl r26
 2821 101e BB1F      		rol r27
 2822 1020 2090 0000 		lds r2,persistent
 2823 1024 3090 0000 		lds r3,(persistent)+1
 2824               	.LVL180:
 2825 1028 2A0E      		add r2,r26
 2826 102a 3B1E      		adc r3,r27
 2827               	.LM274:
 2828 102c D101      		movw r26,r2
 2829               	.LVL181:
 2830 102e 1496      		adiw r26,4
 2831 1030 6D90      		ld r6,X+
 2832 1032 7C90      		ld r7,X
 2833 1034 1597      		sbiw r26,4+1
 2834               	.LM275:
 2835 1036 C301      		movw r24,r6
 2836 1038 880F      		lsl r24
 2837 103a 991F      		rol r25
 2838 103c 0E94 0000 		call malloc
 2839               	.LVL182:
 2840 1040 5C01      		movw r10,r24
 2841               	.LVL183:
 2842 1042 9C01      		movw r18,r24
 2843 1044 8D8B      		std Y+21,r24
 2844 1046 3E8B      		std Y+22,r19
 2845 1048 8D83      		std Y+5,r24
 2846 104a 9E83      		std Y+6,r25
 2847 104c C12E      		mov r12,r17
 2848               	.LVL184:
 2849 104e DD24      		clr r13
 2850               	.LVL185:
 2851 1050 EE24      		clr r14
 2852 1052 FF24      		clr r15
 2853 1054 8701      		movw r16,r14
 2854               	.LVL186:
 2855 1056 8824      		clr r8
 2856 1058 9924      		clr r9
 2857               	.LVL187:
 2858 105a 00C0      		rjmp .L172
 2859               	.LVL188:
 2860               	.L173:
 2861               	.LBB218:
 2862               	.LM276:
 2863 105c 0E94 0000 		call random
 2864               	.LM277:
 2865 1060 A801      		movw r20,r16
 2866 1062 9701      		movw r18,r14
 2867 1064 0E94 0000 		call __divmodsi4
 2868 1068 9B01      		movw r18,r22
 2869 106a AC01      		movw r20,r24
 2870 106c 220F      		lsl r18
 2871 106e 331F      		rol r19
 2872 1070 2A0D      		add r18,r10
 2873 1072 3B1D      		adc r19,r11
 2874 1074 F901      		movw r30,r18
 2875 1076 8081      		ld r24,Z
 2876 1078 9181      		ldd r25,Z+1
 2877 107a AD81      		ldd r26,Y+5
 2878 107c BE81      		ldd r27,Y+6
 2879 107e 8D93      		st X+,r24
 2880 1080 9D93      		st X+,r25
 2881 1082 AD83      		std Y+5,r26
 2882 1084 BE83      		std Y+6,r27
 2883               	.LM278:
 2884 1086 B401      		movw r22,r8
 2885 1088 6C19      		sub r22,r12
 2886 108a 7D09      		sbc r23,r13
 2887 108c F101      		movw r30,r2
 2888 108e 8081      		ld r24,Z
 2889 1090 9181      		ldd r25,Z+1
 2890 1092 860F      		add r24,r22
 2891 1094 971F      		adc r25,r23
 2892 1096 D901      		movw r26,r18
 2893 1098 8D93      		st X+,r24
 2894 109a 9C93      		st X,r25
 2895               	.L172:
 2896 109c 0894      		sec
 2897 109e E11C      		adc r14,__zero_reg__
 2898 10a0 F11C      		adc r15,__zero_reg__
 2899 10a2 011D      		adc r16,__zero_reg__
 2900 10a4 111D      		adc r17,__zero_reg__
 2901 10a6 8C0C      		add r8,r12
 2902 10a8 9D1C      		adc r9,r13
