   1               		.file	"list_runtime.c"
   2               	__SREG__ = 0x3f
 883 0412 1496      		adiw r26,4
 884 0414 8D93      		st X+,r24
 885 0416 9C93      		st X,r25
 886 0418 1597      		sbiw r26,4+1
 887               	/* epilogue start */
 888               	.LBE105:
 889               	.LBE104:
 890               	.LM100:
 891 041a 2496      		adiw r28,4
 892 041c CDBF      		out __SP_L__,r28
 893 041e DEBF      		out __SP_H__,r29
 894 0420 CF91      		pop r28
 895 0422 DF91      		pop r29
 896 0424 1F91      		pop r17
 897 0426 0F91      		pop r16
 898 0428 FF90      		pop r15
 899 042a EF90      		pop r14
 900               	.LVL58:
 901 042c DF90      		pop r13
 902               	.LVL59:
 903 042e CF90      		pop r12
 904               	.LVL60:
 905 0430 0895      		ret
 906               	.LVL61:
 907               	.L66:
 908               	.LBB109:
 909               	.LBB108:
 910               	.LM101:
 911 0432 D282      		std Z+2,r13
 912 0434 C382      		std Z+3,r12
 913 0436 00C0      		rjmp .L64
 914               	.LBE108:
 915               	.LBE109:
 916               	.LFE23:
 918               		.data
 919               	.LC1:
 920 0003 4C49 5354 		.string	"LIST %p with %d nodes:\n"
 920      2025 7020 
 920      7769 7468 
 920      2025 6420 
 920      6E6F 6465 
 921               		.text
 922               	.global	list_print
 924               	list_print:
 925               	.LFB37:
 926               	.LM102:
 927               	.LVL62:
 928 0438 0F93      		push r16
 929 043a 1F93      		push r17
 930 043c CF93      		push r28
 931 043e DF93      		push r29
 932               	/* prologue: function */
 933               	/* frame size = 0 */
 934 0440 8C01      		movw r16,r24
 935               	.LBB110:
 936               	.LBB111:
 937               	.LM103:
 938 0442 DC01      		movw r26,r24
 939 0444 CD91      		ld r28,X+
 940 0446 DC91      		ld r29,X
 941               	.LVL63:
 942               	.LBE111:
 943               	.LBE110:
 944               	.LM104:
 945 0448 00D0      		rcall .
 946 044a 00D0      		rcall .
 947 044c EDB7      		in r30,__SP_L__
 948 044e FEB7      		in r31,__SP_H__
 949 0450 3196      		adiw r30,1
 950 0452 80E0      		ldi r24,lo8(.LC1)
 951 0454 90E0      		ldi r25,hi8(.LC1)
 952               	.LVL64:
 953 0456 ADB7      		in r26,__SP_L__
 954 0458 BEB7      		in r27,__SP_H__
 955 045a 1196      		adiw r26,1
 956 045c 8D93      		st X+,r24
 957 045e 9C93      		st X,r25
 958 0460 1297      		sbiw r26,1+1
 959 0462 0283      		std Z+2,r16
 960 0464 1383      		std Z+3,r17
 961 0466 D801      		movw r26,r16
 962 0468 1496      		adiw r26,4
 963 046a 8D91      		ld r24,X+
 964 046c 9C91      		ld r25,X
 965 046e 1597      		sbiw r26,4+1
 966 0470 8483      		std Z+4,r24
 967 0472 9583      		std Z+5,r25
 968 0474 0E94 0000 		call printf
 969               	.LM105:
 970 0478 EDB7      		in r30,__SP_L__
 971 047a FEB7      		in r31,__SP_H__
 972 047c 3696      		adiw r30,6
 973 047e EDBF      		out __SP_L__,r30
 974 0480 FEBF      		out __SP_H__,r31
 975 0482 89E0      		ldi r24,lo8(9)
 976 0484 90E0      		ldi r25,hi8(9)
 977 0486 0E94 0000 		call putchar
 978               	.LM106:
 979 048a 2097      		sbiw r28,0
 980 048c 01F0      		breq .L68
 981               	.L71:
 982               	.LM107:
 983 048e D801      		movw r26,r16
 984 0490 1696      		adiw r26,6
 985 0492 ED91      		ld r30,X+
 986 0494 FC91      		ld r31,X
 987 0496 1797      		sbiw r26,6+1
 988 0498 0280      		ldd __tmp_reg__,Z+2
 989 049a F381      		ldd r31,Z+3
 990 049c E02D      		mov r30,__tmp_reg__
 991 049e CE01      		movw r24,r28
 992 04a0 0296      		adiw r24,2
 993 04a2 1995      		eicall
 994               	.LBB112:
 995               	.LBB113:
 996               	.LM108:
 997 04a4 0990      		ld __tmp_reg__,Y+
 998 04a6 D881      		ld r29,Y
 999 04a8 C02D      		mov r28,__tmp_reg__
 1000               	.LBE113:
 1001               	.LBE112:
 1002               	.LM109:
 1003 04aa 2097      		sbiw r28,0
 1004 04ac 01F0      		breq .L68
 1005               	.LM110:
 1006 04ae 80E2      		ldi r24,lo8(32)
 1007 04b0 90E0      		ldi r25,hi8(32)
 1008 04b2 0E94 0000 		call putchar
 1009 04b6 00C0      		rjmp .L71
 1010               	.L68:
 1011               	.LM111:
 1012 04b8 8AE0      		ldi r24,lo8(10)
 1013 04ba 90E0      		ldi r25,hi8(10)
 1014 04bc 0E94 0000 		call putchar
 1015               	/* epilogue start */
 1016               	.LM112:
 1017 04c0 DF91      		pop r29
 1018 04c2 CF91      		pop r28
 1019               	.LVL65:
 1020 04c4 1F91      		pop r17
 1021 04c6 0F91      		pop r16
 1022               	.LVL66:
 1023 04c8 0895      		ret
 1024               	.LFE37:
 1026               	.global	list_delete
 1028               	list_delete:
 1029               	.LFB35:
 1030               	.LM113:
 1031               	.LVL67:
 1032 04ca 0F93      		push r16
 1033 04cc 1F93      		push r17
 1034 04ce CF93      		push r28
 1035 04d0 DF93      		push r29
 1036               	/* prologue: function */
 1037               	/* frame size = 0 */
 1038 04d2 EC01      		movw r28,r24
 1039               	.LM114:
 1040 04d4 E881      		ld r30,Y
 1041 04d6 F981      		ldd r31,Y+1
 1042               	.LVL68:
 1043               	.LM115:
 1044 04d8 3097      		sbiw r30,0
 1045 04da 01F0      		breq .L73
 1046               	.LVL69:
 1047               	.L76:
 1048               	.LM116:
 1049 04dc 1081      		ld r17,Z
 1050               	.LVL70:
 1051 04de 0181      		ldd r16,Z+1
 1052               	.LVL71:
 1053               	.LM117:
 1054 04e0 CF01      		movw r24,r30
 1055 04e2 0E94 0000 		call free
 1056               	.LVL72:
 1057 04e6 812F      		mov r24,r17
 1058               	.LVL73:
 1059 04e8 902F      		mov r25,r16
 1060               	.LVL74:
 1061 04ea FC01      		movw r30,r24
 1062               	.LM118:
 1063 04ec 3097      		sbiw r30,0
 1064 04ee 01F4      		brne .L76
 1065               	.LVL75:
 1066               	.L73:
 1067               	.LM119:
 1068 04f0 CE01      		movw r24,r28
 1069 04f2 0E94 0000 		call free
 1070               	.LVL76:
 1071               	/* epilogue start */
 1072               	.LM120:
 1073 04f6 DF91      		pop r29
 1074 04f8 CF91      		pop r28
 1075               	.LVL77:
 1076 04fa 1F91      		pop r17
 1077               	.LVL78:
 1078 04fc 0F91      		pop r16
 1079               	.LVL79:
 1080 04fe 0895      		ret
 1081               	.LFE35:
 1083               		.data
 1084               	.LC2:
 1085 001b 2F68 6F   		.ascii	"/ho"
 1086 001e 6D65 2F72 		.string	"me/rbigeard/BB/build/src-bobby/meldinterp-runtime/list_runtime.c"
 1086      6269 6765 
 1086      6172 642F 
 1086      4242 2F62 
 1086      7569 6C64 
 1087               	.LC3:
 1088 005f 6E6F 6465 		.string	"node_descriptor != NULL"
 1088      5F64 6573 
 1088      6372 6970 
 1088      746F 7220 
 1088      213D 204E 
 1089               		.text
 1090               	.global	list_node_create
 1092               	list_node_create:
 1093               	.LFB22:
 1094               	.LM121:
 1095 0500 CF93      		push r28
 1096 0502 DF93      		push r29
 1097               	/* prologue: function */
 1098               	/* frame size = 0 */
 1099               	.LM122:
 1100 0504 C091 0000 		lds r28,node_descriptor
 1101 0508 D091 0000 		lds r29,(node_descriptor)+1
 1102 050c 2097      		sbiw r28,0
 1103 050e 01F0      		breq .L81
 1104               	.L79:
 1105               	.LBB118:
 1106               	.LM123:
 1107 0510 88E0      		ldi r24,lo8(8)
 1108 0512 90E0      		ldi r25,hi8(8)
 1109 0514 0E94 0000 		call malloc
 1110               	.LBB119:
 1111 0518 FC01      		movw r30,r24
 1112               	.LM124:
 1113 051a 1482      		std Z+4,__zero_reg__
 1114 051c 1582      		std Z+5,__zero_reg__
 1115               	.LVL80:
 1116               	.LM125:
 1117 051e C683      		std Z+6,r28
 1118 0520 D783      		std Z+7,r29
 1119               	.LM126:
 1120 0522 1282      		std Z+2,__zero_reg__
 1121 0524 1382      		std Z+3,__zero_reg__
 1122 0526 1082      		st Z,__zero_reg__
 1123 0528 1182      		std Z+1,__zero_reg__
 1124               	/* epilogue start */
 1125               	.LBE119:
 1126               	.LBE118:
 1127               	.LM127:
 1128 052a DF91      		pop r29
 1129 052c CF91      		pop r28
 1130 052e 0895      		ret
 1131               	.LVL81:
 1132               	.L81:
 1133               	.LM128:
 1134 0530 80E0      		ldi r24,lo8(.LC2)
 1135 0532 90E0      		ldi r25,hi8(.LC2)
 1136 0534 68E6      		ldi r22,lo8(104)
 1137 0536 70E0      		ldi r23,hi8(104)
 1138 0538 40E0      		ldi r20,lo8(.LC3)
 1139 053a 50E0      		ldi r21,hi8(.LC3)
 1140 053c 0E94 0000 		call __myassert
 1141 0540 C091 0000 		lds r28,node_descriptor
 1142 0544 D091 0000 		lds r29,(node_descriptor)+1
 1143 0548 00C0      		rjmp .L79
 1144               	.LFE22:
 1146               		.data
 1147               	.LC4:
 1148 0077 666C 6F61 		.string	"float_descriptor != NULL"
 1148      745F 6465 
 1148      7363 7269 
 1148      7074 6F72 
 1148      2021 3D20 
 1149               		.text
 1150               	.global	list_float_create
 1152               	list_float_create:
 1153               	.LFB21:
 1154               	.LM129:
 1155 054a CF93      		push r28
 1156 054c DF93      		push r29
 1157               	/* prologue: function */
 1158               	/* frame size = 0 */
 1159               	.LM130:
 1160 054e C091 0000 		lds r28,float_descriptor
 1161 0552 D091 0000 		lds r29,(float_descriptor)+1
 1162 0556 2097      		sbiw r28,0
 1163 0558 01F0      		breq .L85
 1164               	.L83:
 1165               	.LBB124:
 1166               	.LM131:
 1167 055a 88E0      		ldi r24,lo8(8)
 1168 055c 90E0      		ldi r25,hi8(8)
 1169 055e 0E94 0000 		call malloc
 1170               	.LBB125:
 1171 0562 FC01      		movw r30,r24
 1172               	.LM132:
 1173 0564 1482      		std Z+4,__zero_reg__
 1174 0566 1582      		std Z+5,__zero_reg__
 1175               	.LVL82:
 1176               	.LM133:
 1177 0568 C683      		std Z+6,r28
 1178 056a D783      		std Z+7,r29
 1179               	.LM134:
 1180 056c 1282      		std Z+2,__zero_reg__
 1181 056e 1382      		std Z+3,__zero_reg__
 1182 0570 1082      		st Z,__zero_reg__
 1183 0572 1182      		std Z+1,__zero_reg__
 1184               	/* epilogue start */
 1185               	.LBE125:
 1186               	.LBE124:
 1187               	.LM135:
 1188 0574 DF91      		pop r29
 1189 0576 CF91      		pop r28
 1190 0578 0895      		ret
 1191               	.LVL83:
 1192               	.L85:
 1193               	.LM136:
 1194 057a 80E0      		ldi r24,lo8(.LC2)
 1195 057c 90E0      		ldi r25,hi8(.LC2)
 1196 057e 61E6      		ldi r22,lo8(97)
 1197 0580 70E0      		ldi r23,hi8(97)
 1198 0582 40E0      		ldi r20,lo8(.LC4)
 1199 0584 50E0      		ldi r21,hi8(.LC4)
 1200 0586 0E94 0000 		call __myassert
 1201 058a C091 0000 		lds r28,float_descriptor
 1202 058e D091 0000 		lds r29,(float_descriptor)+1
 1203 0592 00C0      		rjmp .L83
 1204               	.LFE21:
 1206               		.data
 1207               	.LC5:
 1208 0090 696E 745F 		.string	"int_descriptor != NULL"
 1208      6465 7363 
 1208      7269 7074 
 1208      6F72 2021 
 1208      3D20 4E55 
 1209               		.text
 1210               	.global	list_int_create
 1212               	list_int_create:
 1213               	.LFB20:
 1214               	.LM137:
 1215 0594 CF93      		push r28
 1216 0596 DF93      		push r29
 1217               	/* prologue: function */
 1218               	/* frame size = 0 */
 1219               	.LM138:
 1220 0598 C091 0000 		lds r28,int_descriptor
 1221 059c D091 0000 		lds r29,(int_descriptor)+1
 1222 05a0 2097      		sbiw r28,0
 1223 05a2 01F0      		breq .L89
 1224               	.L87:
 1225               	.LBB130:
 1226               	.LM139:
 1227 05a4 88E0      		ldi r24,lo8(8)
 1228 05a6 90E0      		ldi r25,hi8(8)
 1229 05a8 0E94 0000 		call malloc
 1230               	.LBB131:
 1231 05ac FC01      		movw r30,r24
 1232               	.LM140:
 1233 05ae 1482      		std Z+4,__zero_reg__
 1234 05b0 1582      		std Z+5,__zero_reg__
 1235               	.LVL84:
 1236               	.LM141:
 1237 05b2 C683      		std Z+6,r28
 1238 05b4 D783      		std Z+7,r29
 1239               	.LM142:
 1240 05b6 1282      		std Z+2,__zero_reg__
 1241 05b8 1382      		std Z+3,__zero_reg__
 1242 05ba 1082      		st Z,__zero_reg__
 1243 05bc 1182      		std Z+1,__zero_reg__
 1244               	/* epilogue start */
 1245               	.LBE131:
 1246               	.LBE130:
 1247               	.LM143:
 1248 05be DF91      		pop r29
 1249 05c0 CF91      		pop r28
 1250 05c2 0895      		ret
 1251               	.LVL85:
 1252               	.L89:
 1253               	.LM144:
 1254 05c4 80E0      		ldi r24,lo8(.LC2)
 1255 05c6 90E0      		ldi r25,hi8(.LC2)
 1256 05c8 6AE5      		ldi r22,lo8(90)
 1257 05ca 70E0      		ldi r23,hi8(90)
 1258 05cc 40E0      		ldi r20,lo8(.LC5)
 1259 05ce 50E0      		ldi r21,hi8(.LC5)
 1260 05d0 0E94 0000 		call __myassert
 1261 05d4 C091 0000 		lds r28,int_descriptor
 1262 05d8 D091 0000 		lds r29,(int_descriptor)+1
 1263 05dc 00C0      		rjmp .L87
 1264               	.LFE20:
 1266               		.data
 1267               	.LC6:
 1268 00a7 2573 00   		.string	"%s"
 1269               		.text
 1271               	print_int_list_elem:
 1272               	.LFB41:
 1273               	.LM145:
 1274               	.LVL86:
 1275 05de CF92      		push r12
 1276 05e0 DF92      		push r13
 1277 05e2 EF92      		push r14
 1278 05e4 FF92      		push r15
 1279 05e6 0F93      		push r16
 1280 05e8 1F93      		push r17
 1281 05ea CF93      		push r28
 1282 05ec DF93      		push r29
 1283               	/* prologue: function */
 1284               	/* frame size = 0 */
 1285 05ee FC01      		movw r30,r24
 1286               	.LM146:
 1287 05f0 C080      		ld r12,Z
 1288 05f2 D180      		ldd r13,Z+1
 1289 05f4 E280      		ldd r14,Z+2
 1290 05f6 F380      		ldd r15,Z+3
 1291               	.LVL87:
 1292               	.LBB135:
 1293               	.LBB136:
 1294               	.LM147:
 1295 05f8 1092 0000 		sts buffer.3874+19,__zero_reg__
 1296               	.LM148:
 1297 05fc C114      		cp r12,__zero_reg__
 1298 05fe D104      		cpc r13,__zero_reg__
 1299 0600 E104      		cpc r14,__zero_reg__
 1300 0602 F104      		cpc r15,__zero_reg__
 1301 0604 01F4      		brne .+2
 1302 0606 00C0      		rjmp .L96
 1303               	.LVL88:
 1304 0608 C2E1      		ldi r28,lo8(18)
 1305 060a D0E0      		ldi r29,hi8(18)
 1306               	.LVL89:
 1307               	.L93:
 1308               	.LBB137:
 1309               	.LM149:
 1310 060c 8E01      		movw r16,r28
 1311 060e 0050      		subi r16,lo8(-(buffer.3874))
 1312 0610 1040      		sbci r17,hi8(-(buffer.3874))
 1313 0612 C701      		movw r24,r14
 1314 0614 B601      		movw r22,r12
 1315 0616 2AE0      		ldi r18,lo8(10)
 1316 0618 30E0      		ldi r19,hi8(10)
 1317 061a 40E0      		ldi r20,hlo8(10)
 1318 061c 50E0      		ldi r21,hhi8(10)
 1319 061e 0E94 0000 		call __divmodsi4
 1320               	.LVL90:
 1321 0622 605D      		subi r22,lo8(-(48))
 1322 0624 F801      		movw r30,r16
 1323 0626 6083      		st Z,r22
 1324 0628 2197      		sbiw r28,1
 1325               	.LM150:
 1326 062a C701      		movw r24,r14
 1327 062c B601      		movw r22,r12
 1328 062e 2AE0      		ldi r18,lo8(10)
 1329 0630 30E0      		ldi r19,hi8(10)
 1330 0632 40E0      		ldi r20,hlo8(10)
 1331 0634 50E0      		ldi r21,hhi8(10)
 1332 0636 0E94 0000 		call __divmodsi4
 1333 063a C901      		movw r24,r18
 1334               	.LVL91:
 1335 063c DA01      		movw r26,r20
 1336 063e 6C01      		movw r12,r24
 1337 0640 7D01      		movw r14,r26
 1338               	.LBE137:
 1339               	.LM151:
 1340 0642 C114      		cp r12,__zero_reg__
 1341 0644 D104      		cpc r13,__zero_reg__
 1342 0646 E104      		cpc r14,__zero_reg__
 1343 0648 F104      		cpc r15,__zero_reg__
 1344 064a 01F4      		brne .L93
 1345 064c 9E01      		movw r18,r28
 1346 064e 2F5F      		subi r18,lo8(-(1))
 1347 0650 3F4F      		sbci r19,hi8(-(1))
 1348               	.LVL92:
 1349               	.L92:
 1350               	.LBE136:
 1351               	.LBE135:
 1352               	.LM152:
 1353 0652 00D0      		rcall .
 1354 0654 0F92      		push __tmp_reg__
 1355 0656 80E0      		ldi r24,lo8(.LC6)
 1356 0658 90E0      		ldi r25,hi8(.LC6)
 1357 065a EDB7      		in r30,__SP_L__
 1358 065c FEB7      		in r31,__SP_H__
 1359               	.LVL93:
 1360 065e 8183      		std Z+1,r24
 1361 0660 9283      		std Z+2,r25
 1362 0662 2050      		subi r18,lo8(-(buffer.3874))
 1363 0664 3040      		sbci r19,hi8(-(buffer.3874))
 1364 0666 2383      		std Z+3,r18
 1365 0668 3483      		std Z+4,r19
 1366 066a 0E94 0000 		call printf
 1367 066e 0F90      		pop __tmp_reg__
 1368 0670 0F90      		pop __tmp_reg__
 1369 0672 0F90      		pop __tmp_reg__
 1370 0674 0F90      		pop __tmp_reg__
 1371               	/* epilogue start */
 1372               	.LM153:
 1373 0676 DF91      		pop r29
 1374 0678 CF91      		pop r28
 1375               	.LVL94:
 1376 067a 1F91      		pop r17
 1377 067c 0F91      		pop r16
 1378 067e FF90      		pop r15
 1379 0680 EF90      		pop r14
 1380 0682 DF90      		pop r13
 1381 0684 CF90      		pop r12
 1382               	.LVL95:
 1383 0686 0895      		ret
 1384               	.LVL96:
 1385               	.L96:
 1386               	.LBB139:
 1387               	.LBB138:
 1388               	.LM154:
 1389 0688 23E1      		ldi r18,lo8(19)
 1390 068a 30E0      		ldi r19,hi8(19)
 1391 068c 00C0      		rjmp .L92
 1392               	.LBE138:
 1393               	.LBE139:
 1394               	.LFE41:
 1396               	.global	list_float_push_head
 1398               	list_float_push_head:
 1399               	.LFB27:
 1400               	.LM155:
 1401               	.LVL97:
 1402 068e CF92      		push r12
 1403 0690 DF92      		push r13
 1404 0692 EF92      		push r14
 1405 0694 FF92      		push r15
 1406 0696 0F93      		push r16
 1407 0698 1F93      		push r17
 1408 069a DF93      		push r29
 1409 069c CF93      		push r28
 1410 069e 00D0      		rcall .
 1411 06a0 0F92      		push __tmp_reg__
 1412 06a2 CDB7      		in r28,__SP_L__
 1413 06a4 DEB7      		in r29,__SP_H__
 1414               	/* prologue: function */
 1415               	/* frame size = 4 */
 1416 06a6 7C01      		movw r14,r24
 1417 06a8 4983      		std Y+1,r20
 1418 06aa 5A83      		std Y+2,r21
 1419 06ac 6B83      		std Y+3,r22
 1420 06ae 7C83      		std Y+4,r23
 1421               	.LBB144:
 1422               	.LBB145:
 1423               	.LM156:
 1424 06b0 DC01      		movw r26,r24
 1425 06b2 0D91      		ld r16,X+
 1426 06b4 1C91      		ld r17,X
 1427 06b6 1197      		sbiw r26,1
 1428               	.LBB146:
 1429               	.LM157:
 1430 06b8 1696      		adiw r26,6
 1431 06ba ED91      		ld r30,X+
 1432 06bc FC91      		ld r31,X
 1433 06be 1797      		sbiw r26,6+1
 1434 06c0 8081      		ld r24,Z
 1435 06c2 9181      		ldd r25,Z+1
 1436               	.LVL98:
 1437 06c4 0296      		adiw r24,2
 1438 06c6 0E94 0000 		call malloc
 1439               	.LVL99:
 1440 06ca D82E      		mov r13,r24
 1441               	.LVL100:
 1442 06cc C92E      		mov r12,r25
 1443               	.LVL101:
 1444               	.LBB147:
 1445               	.LM158:
 1446 06ce E82F      		mov r30,r24
 1447 06d0 F92F      		mov r31,r25
 1448 06d2 0193      		st Z+,r16
 1449 06d4 1193      		st Z+,r17
 1450               	.LM159:
 1451 06d6 D701      		movw r26,r14
 1452 06d8 1696      		adiw r26,6
 1453 06da 8D91      		ld r24,X+
 1454 06dc 9C91      		ld r25,X
 1455 06de 1797      		sbiw r26,6+1
 1456 06e0 DC01      		movw r26,r24
 1457 06e2 4D91      		ld r20,X+
 1458 06e4 5C91      		ld r21,X
 1459 06e6 CF01      		movw r24,r30
 1460 06e8 BE01      		movw r22,r28
 1461 06ea 6F5F      		subi r22,lo8(-(1))
 1462 06ec 7F4F      		sbci r23,hi8(-(1))
 1463 06ee 0E94 0000 		call memcpy
 1464               	.LBE147:
 1465               	.LBE146:
 1466               	.LM160:
 1467 06f2 F701      		movw r30,r14
 1468 06f4 D082      		st Z,r13
 1469 06f6 C182      		std Z+1,r12
 1470               	.LM161:
 1471 06f8 8281      		ldd r24,Z+2
 1472 06fa 9381      		ldd r25,Z+3
 1473 06fc 892B      		or r24,r25
 1474 06fe 01F0      		breq .L101
 1475               	.L99:
 1476               	.LM162:
 1477 0700 D701      		movw r26,r14
 1478 0702 1496      		adiw r26,4
 1479 0704 8D91      		ld r24,X+
 1480 0706 9C91      		ld r25,X
 1481 0708 1597      		sbiw r26,4+1
 1482 070a 0196      		adiw r24,1
 1483 070c 1496      		adiw r26,4
 1484 070e 8D93      		st X+,r24
 1485 0710 9C93      		st X,r25
 1486 0712 1597      		sbiw r26,4+1
 1487               	/* epilogue start */
 1488               	.LBE145:
 1489               	.LBE144:
 1490               	.LM163:
 1491 0714 2496      		adiw r28,4
 1492 0716 CDBF      		out __SP_L__,r28
 1493 0718 DEBF      		out __SP_H__,r29
 1494 071a CF91      		pop r28
 1495 071c DF91      		pop r29
 1496 071e 1F91      		pop r17
 1497 0720 0F91      		pop r16
 1498 0722 FF90      		pop r15
 1499 0724 EF90      		pop r14
 1500               	.LVL102:
 1501 0726 DF90      		pop r13
 1502               	.LVL103:
 1503 0728 CF90      		pop r12
 1504               	.LVL104:
 1505 072a 0895      		ret
 1506               	.LVL105:
 1507               	.L101:
 1508               	.LBB149:
 1509               	.LBB148:
 1510               	.LM164:
 1511 072c D282      		std Z+2,r13
 1512 072e C382      		std Z+3,r12
 1513 0730 00C0      		rjmp .L99
 1514               	.LBE148:
 1515               	.LBE149:
 1516               	.LFE27:
 1518               	.global	list_node_push_head
 1520               	list_node_push_head:
 1521               	.LFB25:
 1522               	.LM165:
 1523               	.LVL106:
 1524 0732 CF92      		push r12
 1525 0734 DF92      		push r13
 1526 0736 EF92      		push r14
 1527 0738 FF92      		push r15
 1528 073a 0F93      		push r16
 1529 073c 1F93      		push r17
 1530 073e DF93      		push r29
 1531 0740 CF93      		push r28
 1532 0742 0F92      		push __tmp_reg__
 1533 0744 0F92      		push __tmp_reg__
 1534 0746 CDB7      		in r28,__SP_L__
 1535 0748 DEB7      		in r29,__SP_H__
 1536               	/* prologue: function */
 1537               	/* frame size = 2 */
 1538 074a 7C01      		movw r14,r24
 1539 074c 6983      		std Y+1,r22
 1540 074e 7A83      		std Y+2,r23
 1541               	.LBB154:
 1542               	.LBB155:
 1543               	.LM166:
 1544 0750 DC01      		movw r26,r24
 1545 0752 0D91      		ld r16,X+
 1546 0754 1C91      		ld r17,X
 1547 0756 1197      		sbiw r26,1
 1548               	.LBB156:
 1549               	.LM167:
 1550 0758 1696      		adiw r26,6
 1551 075a ED91      		ld r30,X+
 1552 075c FC91      		ld r31,X
 1553 075e 1797      		sbiw r26,6+1
 1554 0760 8081      		ld r24,Z
 1555 0762 9181      		ldd r25,Z+1
 1556               	.LVL107:
 1557 0764 0296      		adiw r24,2
 1558 0766 0E94 0000 		call malloc
 1559               	.LVL108:
 1560 076a D82E      		mov r13,r24
 1561               	.LVL109:
 1562 076c C92E      		mov r12,r25
 1563               	.LVL110:
 1564               	.LBB157:
 1565               	.LM168:
 1566 076e E82F      		mov r30,r24
 1567 0770 F92F      		mov r31,r25
 1568 0772 0193      		st Z+,r16
 1569 0774 1193      		st Z+,r17
 1570               	.LM169:
 1571 0776 D701      		movw r26,r14
 1572 0778 1696      		adiw r26,6
 1573 077a 8D91      		ld r24,X+
 1574 077c 9C91      		ld r25,X
 1575 077e 1797      		sbiw r26,6+1
 1576 0780 DC01      		movw r26,r24
 1577 0782 4D91      		ld r20,X+
 1578 0784 5C91      		ld r21,X
 1579 0786 CF01      		movw r24,r30
 1580 0788 BE01      		movw r22,r28
 1581 078a 6F5F      		subi r22,lo8(-(1))
 1582 078c 7F4F      		sbci r23,hi8(-(1))
 1583 078e 0E94 0000 		call memcpy
 1584               	.LBE157:
 1585               	.LBE156:
 1586               	.LM170:
 1587 0792 F701      		movw r30,r14
 1588 0794 D082      		st Z,r13
 1589 0796 C182      		std Z+1,r12
 1590               	.LM171:
 1591 0798 8281      		ldd r24,Z+2
 1592 079a 9381      		ldd r25,Z+3
 1593 079c 892B      		or r24,r25
 1594 079e 01F0      		breq .L106
 1595               	.L104:
 1596               	.LM172:
 1597 07a0 D701      		movw r26,r14
 1598 07a2 1496      		adiw r26,4
 1599 07a4 8D91      		ld r24,X+
 1600 07a6 9C91      		ld r25,X
 1601 07a8 1597      		sbiw r26,4+1
 1602 07aa 0196      		adiw r24,1
 1603 07ac 1496      		adiw r26,4
 1604 07ae 8D93      		st X+,r24
 1605 07b0 9C93      		st X,r25
 1606 07b2 1597      		sbiw r26,4+1
 1607               	/* epilogue start */
 1608               	.LBE155:
 1609               	.LBE154:
 1610               	.LM173:
 1611 07b4 0F90      		pop __tmp_reg__
 1612 07b6 0F90      		pop __tmp_reg__
 1613 07b8 CF91      		pop r28
 1614 07ba DF91      		pop r29
 1615 07bc 1F91      		pop r17
 1616 07be 0F91      		pop r16
 1617 07c0 FF90      		pop r15
 1618 07c2 EF90      		pop r14
 1619               	.LVL111:
 1620 07c4 DF90      		pop r13
 1621               	.LVL112:
 1622 07c6 CF90      		pop r12
 1623               	.LVL113:
 1624 07c8 0895      		ret
 1625               	.LVL114:
 1626               	.L106:
 1627               	.LBB159:
 1628               	.LBB158:
 1629               	.LM174:
 1630 07ca D282      		std Z+2,r13
 1631 07cc C382      		std Z+3,r12
 1632 07ce 00C0      		rjmp .L104
 1633               	.LBE158:
 1634               	.LBE159:
 1635               	.LFE25:
 1637               	.global	list_int_from_vector
 1639               	list_int_from_vector:
 1640               	.LFB32:
 1641               	.LM175:
 1642               	.LVL115:
 1643 07d0 6F92      		push r6
 1644 07d2 7F92      		push r7
 1645 07d4 8F92      		push r8
 1646 07d6 9F92      		push r9
 1647 07d8 AF92      		push r10
 1648 07da BF92      		push r11
 1649 07dc CF92      		push r12
 1650 07de DF92      		push r13
 1651 07e0 EF92      		push r14
 1652 07e2 FF92      		push r15
 1653 07e4 0F93      		push r16
 1654 07e6 1F93      		push r17
 1655 07e8 DF93      		push r29
 1656 07ea CF93      		push r28
 1657 07ec 00D0      		rcall .
 1658 07ee 0F92      		push __tmp_reg__
 1659 07f0 CDB7      		in r28,__SP_L__
 1660 07f2 DEB7      		in r29,__SP_H__
 1661               	/* prologue: function */
 1662               	/* frame size = 4 */
 1663 07f4 D82E      		mov r13,r24
 1664 07f6 C92E      		mov r12,r25
 1665               	.LVL116:
 1666 07f8 4B01      		movw r8,r22
 1667               	.LBB172:
 1668               	.LBB173:
 1669               	.LM176:
 1670 07fa 0091 0000 		lds r16,int_descriptor
 1671 07fe 1091 0000 		lds r17,(int_descriptor)+1
 1672 0802 0115      		cp r16,__zero_reg__
 1673 0804 1105      		cpc r17,__zero_reg__
 1674 0806 01F4      		brne .+2
 1675 0808 00C0      		rjmp .L116
 1676               	.LVL117:
 1677               	.L108:
 1678               	.LBB174:
 1679               	.LM177:
 1680 080a 88E0      		ldi r24,lo8(8)
 1681 080c 90E0      		ldi r25,hi8(8)
 1682 080e 0E94 0000 		call malloc
 1683               	.LBB175:
 1684 0812 7C01      		movw r14,r24
 1685               	.LM178:
 1686 0814 DC01      		movw r26,r24
 1687               	.LVL118:
 1688 0816 1496      		adiw r26,4
 1689 0818 1D92      		st X+,__zero_reg__
 1690 081a 1C92      		st X,__zero_reg__
