   1               		.file	"core.c"
   2               	__SREG__ = 0x3f
 1536               	.LM113:
 1537 098c F090 0000 		lds r15,meld_prog
 1538 0990 AF2C      		mov r10,r15
 1539 0992 BB24      		clr r11
 1540 0994 8501      		movw r16,r10
 1541 0996 000F      		lsl r16
 1542 0998 111F      		rol r17
 1543 099a C801      		movw r24,r16
 1544 099c 0E94 0000 		call malloc
 1545 09a0 8093 0000 		sts deltas,r24
 1546 09a4 9093 0000 		sts deltas+1,r25
 1547               	.LM114:
 1548 09a8 C801      		movw r24,r16
 1549 09aa 0E94 0000 		call malloc
 1550 09ae EC01      		movw r28,r24
 1551 09b0 8093 0000 		sts delta_sizes,r24
 1552 09b4 9093 0000 		sts (delta_sizes)+1,r25
 1553               	.LM115:
 1554 09b8 FF20      		tst r15
 1555 09ba 01F0      		breq .L95
 1556               	.LM116:
 1557 09bc C090 0000 		lds r12,deltas
 1558 09c0 D090 0000 		lds r13,(deltas)+1
 1559 09c4 00E0      		ldi r16,lo8(meld_prog+1)
 1560 09c6 10E0      		ldi r17,hi8(meld_prog+1)
 1561 09c8 60E0      		ldi r22,lo8(0)
 1562 09ca 70E0      		ldi r23,hi8(0)
 1563               	.LVL45:
 1564 09cc 40E0      		ldi r20,lo8(0)
 1565 09ce 50E0      		ldi r21,hi8(0)
 1566               	.LM117:
 1567 09d0 7501      		movw r14,r10
 1568               	.L94:
 1569               	.LM118:
 1570 09d2 6F5F      		subi r22,lo8(-(1))
 1571 09d4 7F4F      		sbci r23,hi8(-(1))
 1572 09d6 FE01      		movw r30,r28
 1573 09d8 E40F      		add r30,r20
 1574 09da F51F      		adc r31,r21
 1575 09dc D801      		movw r26,r16
 1576 09de 8D91      		ld r24,X+
 1577 09e0 8D01      		movw r16,r26
 1578 09e2 90E0      		ldi r25,lo8(0)
 1579 09e4 DC01      		movw r26,r24
 1580 09e6 A050      		subi r26,lo8(-(meld_prog))
 1581 09e8 B040      		sbci r27,hi8(-(meld_prog))
 1582 09ea 1696      		adiw r26,6
 1583 09ec 2C91      		ld r18,X
 1584 09ee 1697      		sbiw r26,6
 1585 09f0 2083      		st Z,r18
 1586 09f2 1182      		std Z+1,__zero_reg__
 1587               	.LM119:
 1588 09f4 F601      		movw r30,r12
 1589 09f6 E40F      		add r30,r20
 1590 09f8 F51F      		adc r31,r21
 1591 09fa 0796      		adiw r24,7
 1592 09fc 1596      		adiw r26,5
 1593 09fe 2C91      		ld r18,X
 1594 0a00 820F      		add r24,r18
 1595 0a02 911D      		adc r25,__zero_reg__
 1596 0a04 8050      		subi r24,lo8(-(meld_prog))
 1597 0a06 9040      		sbci r25,hi8(-(meld_prog))
 1598 0a08 8083      		st Z,r24
 1599 0a0a 9183      		std Z+1,r25
 1600 0a0c 4E5F      		subi r20,lo8(-(2))
 1601 0a0e 5F4F      		sbci r21,hi8(-(2))
 1602               	.LM120:
 1603 0a10 6E15      		cp r22,r14
 1604 0a12 7F05      		cpc r23,r15
 1605 0a14 04F0      		brlt .L94
 1606               	.L95:
 1607               	/* epilogue start */
 1608               	.LM121:
 1609 0a16 DF91      		pop r29
 1610 0a18 CF91      		pop r28
 1611 0a1a 1F91      		pop r17
 1612 0a1c 0F91      		pop r16
 1613 0a1e FF90      		pop r15
 1614 0a20 EF90      		pop r14
 1615 0a22 DF90      		pop r13
 1616 0a24 CF90      		pop r12
 1617 0a26 BF90      		pop r11
 1618 0a28 AF90      		pop r10
 1619 0a2a 0895      		ret
 1620               	.LFE30:
 1622               	.global	p_enqueue
 1624               	p_enqueue:
 1625               	.LFB29:
 1626               	.LM122:
 1627               	.LVL46:
 1628 0a2c 6F92      		push r6
 1629 0a2e 7F92      		push r7
 1630 0a30 8F92      		push r8
 1631 0a32 9F92      		push r9
 1632 0a34 AF92      		push r10
 1633 0a36 BF92      		push r11
 1634 0a38 CF92      		push r12
 1635 0a3a DF92      		push r13
 1636 0a3c EF92      		push r14
 1637               	.LVL47:
 1638 0a3e FF92      		push r15
 1639 0a40 0F93      		push r16
 1640               	.LVL48:
 1641 0a42 1F93      		push r17
 1642 0a44 CF93      		push r28
 1643 0a46 DF93      		push r29
 1644               	/* prologue: function */
 1645               	/* frame size = 0 */
 1646 0a48 B82E      		mov r11,r24
 1647 0a4a A92E      		mov r10,r25
 1648               	.LVL49:
 1649 0a4c 3A01      		movw r6,r20
 1650 0a4e 4B01      		movw r8,r22
 1651 0a50 6901      		movw r12,r18
 1652               	.LM123:
 1653 0a52 8CE0      		ldi r24,lo8(12)
 1654 0a54 90E0      		ldi r25,hi8(12)
 1655               	.LVL50:
 1656 0a56 0E94 0000 		call malloc
 1657               	.LVL51:
 1658 0a5a 9C01      		movw r18,r24
 1659               	.LM124:
 1660 0a5c DC01      		movw r26,r24
 1661               	.LVL52:
 1662 0a5e 1896      		adiw r26,8
 1663 0a60 CD92      		st X+,r12
 1664 0a62 DC92      		st X,r13
 1665 0a64 1997      		sbiw r26,8+1
 1666               	.LM125:
 1667 0a66 1696      		adiw r26,6
 1668 0a68 ED92      		st X+,r14
 1669 0a6a FC92      		st X,r15
 1670 0a6c 1797      		sbiw r26,6+1
 1671               	.LVL53:
 1672               	.LM126:
 1673 0a6e FC01      		movw r30,r24
 1674 0a70 6082      		st Z,r6
 1675 0a72 7182      		std Z+1,r7
 1676 0a74 8282      		std Z+2,r8
 1677 0a76 9382      		std Z+3,r9
 1678               	.LM127:
 1679 0a78 0287      		std Z+10,r16
 1680 0a7a 1387      		std Z+11,r17
 1681               	.LVL54:
 1682               	.LM128:
 1683 0a7c 8B2D      		mov r24,r11
 1684               	.LVL55:
 1685 0a7e 9A2D      		mov r25,r10
 1686               	.LVL56:
 1687 0a80 EC01      		movw r28,r24
 1688 0a82 E881      		ld r30,Y
 1689 0a84 F981      		ldd r31,Y+1
 1690               	.LM129:
 1691 0a86 3097      		sbiw r30,0
 1692 0a88 01F4      		brne .L103
 1693               	.LVL57:
 1694 0a8a 00C0      		rjmp .L98
 1695               	.LVL58:
 1696               	.L104:
 1697               	.LM130:
 1698 0a8c EF01      		movw r28,r30
 1699 0a8e 2496      		adiw r28,4
 1700 0a90 0480      		ldd __tmp_reg__,Z+4
 1701 0a92 F581      		ldd r31,Z+5
 1702 0a94 E02D      		mov r30,__tmp_reg__
 1703               	.LM131:
 1704 0a96 3097      		sbiw r30,0
 1705 0a98 01F0      		breq .L98
 1706               	.LVL59:
 1707               	.L103:
 1708 0a9a 8081      		ld r24,Z
 1709 0a9c 9181      		ldd r25,Z+1
 1710 0a9e A281      		ldd r26,Z+2
 1711 0aa0 B381      		ldd r27,Z+3
 1712 0aa2 8615      		cp r24,r6
 1713 0aa4 9705      		cpc r25,r7
 1714 0aa6 A805      		cpc r26,r8
 1715 0aa8 B905      		cpc r27,r9
 1716 0aaa 04F0      		brlt .L104
 1717               	.LVL60:
 1718               	.L98:
 1719               	.LM132:
 1720 0aac D901      		movw r26,r18
 1721               	.LVL61:
 1722 0aae 1496      		adiw r26,4
 1723 0ab0 ED93      		st X+,r30
 1724 0ab2 FC93      		st X,r31
 1725 0ab4 1597      		sbiw r26,4+1
 1726               	.LM133:
 1727 0ab6 2883      		st Y,r18
 1728 0ab8 3983      		std Y+1,r19
 1729               	/* epilogue start */
 1730               	.LM134:
 1731 0aba DF91      		pop r29
 1732 0abc CF91      		pop r28
 1733               	.LVL62:
 1734 0abe 1F91      		pop r17
 1735 0ac0 0F91      		pop r16
 1736               	.LVL63:
 1737 0ac2 FF90      		pop r15
 1738 0ac4 EF90      		pop r14
 1739               	.LVL64:
 1740 0ac6 DF90      		pop r13
 1741 0ac8 CF90      		pop r12
 1742               	.LVL65:
 1743 0aca BF90      		pop r11
 1744               	.LVL66:
 1745 0acc AF90      		pop r10
 1746               	.LVL67:
 1747 0ace 9F90      		pop r9
 1748 0ad0 8F90      		pop r8
 1749 0ad2 7F90      		pop r7
 1750 0ad4 6F90      		pop r6
 1751               	.LVL68:
 1752 0ad6 0895      		ret
 1753               	.LFE29:
 1755               	.global	queue_enqueue
 1757               	queue_enqueue:
 1758               	.LFB26:
 1759               	.LM135:
 1760               	.LVL69:
 1761 0ad8 EF92      		push r14
 1762 0ada FF92      		push r15
 1763 0adc 0F93      		push r16
 1764 0ade 1F93      		push r17
 1765 0ae0 CF93      		push r28
 1766 0ae2 DF93      		push r29
 1767               	/* prologue: function */
 1768               	/* frame size = 0 */
 1769 0ae4 EC01      		movw r28,r24
 1770 0ae6 8B01      		movw r16,r22
 1771 0ae8 7A01      		movw r14,r20
 1772               	.LM136:
 1773 0aea 86E0      		ldi r24,lo8(6)
 1774 0aec 90E0      		ldi r25,hi8(6)
 1775               	.LVL70:
 1776 0aee 0E94 0000 		call malloc
 1777               	.LVL71:
 1778 0af2 DC01      		movw r26,r24
 1779               	.LM137:
 1780 0af4 1496      		adiw r26,4
 1781 0af6 0D93      		st X+,r16
 1782 0af8 1C93      		st X,r17
 1783 0afa 1597      		sbiw r26,4+1
 1784               	.LVL72:
 1785               	.LM138:
 1786 0afc 1296      		adiw r26,2
 1787 0afe ED92      		st X+,r14
 1788 0b00 FC92      		st X,r15
 1789 0b02 1397      		sbiw r26,2+1
 1790               	.LM139:
 1791 0b04 1D92      		st X+,__zero_reg__
 1792 0b06 1C92      		st X,__zero_reg__
 1793 0b08 1197      		sbiw r26,1
 1794               	.LBB208:
 1795               	.LBB209:
 1796               	.LM140:
 1797 0b0a 8881      		ld r24,Y
 1798 0b0c 9981      		ldd r25,Y+1
 1799 0b0e 892B      		or r24,r25
 1800 0b10 01F0      		breq .L109
 1801               	.LM141:
 1802 0b12 EA81      		ldd r30,Y+2
 1803 0b14 FB81      		ldd r31,Y+3
 1804 0b16 A083      		st Z,r26
 1805 0b18 B183      		std Z+1,r27
 1806               	.LM142:
 1807 0b1a AA83      		std Y+2,r26
 1808 0b1c BB83      		std Y+3,r27
 1809               	.LBE209:
 1810               	.LBE208:
 1811               	.LM143:
 1812 0b1e CD01      		movw r24,r26
 1813               	.LVL73:
 1814               	/* epilogue start */
 1815 0b20 DF91      		pop r29
 1816 0b22 CF91      		pop r28
 1817               	.LVL74:
 1818 0b24 1F91      		pop r17
 1819 0b26 0F91      		pop r16
 1820               	.LVL75:
 1821 0b28 FF90      		pop r15
 1822 0b2a EF90      		pop r14
 1823               	.LVL76:
 1824 0b2c 0895      		ret
 1825               	.LVL77:
 1826               	.L109:
 1827               	.LBB211:
 1828               	.LBB210:
 1829               	.LM144:
 1830 0b2e AA83      		std Y+2,r26
 1831 0b30 BB83      		std Y+3,r27
 1832 0b32 A883      		st Y,r26
 1833 0b34 B983      		std Y+1,r27
 1834               	.LBE210:
 1835               	.LBE211:
 1836               	.LM145:
 1837 0b36 CD01      		movw r24,r26
 1838               	.LVL78:
 1839 0b38 DF91      		pop r29
 1840 0b3a CF91      		pop r28
 1841               	.LVL79:
 1842 0b3c 1F91      		pop r17
 1843 0b3e 0F91      		pop r16
 1844               	.LVL80:
 1845 0b40 FF90      		pop r15
 1846 0b42 EF90      		pop r14
 1847               	.LVL81:
 1848 0b44 0895      		ret
 1849               	.LFE26:
 1852               	queue_dequeue_pos:
 1853               	.LFB25:
 1854               	.LM146:
 1855               	.LVL82:
 1856 0b46 0F93      		push r16
 1857 0b48 1F93      		push r17
 1858 0b4a CF93      		push r28
 1859 0b4c DF93      		push r29
 1860               	/* prologue: function */
 1861               	/* frame size = 0 */
 1862 0b4e EC01      		movw r28,r24
 1863 0b50 DB01      		movw r26,r22
 1864               	.LM147:
 1865 0b52 ED91      		ld r30,X+
 1866 0b54 FC91      		ld r31,X
 1867 0b56 1197      		sbiw r26,1
 1868               	.LVL83:
 1869               	.LM148:
 1870 0b58 2081      		ld r18,Z
 1871 0b5a 3181      		ldd r19,Z+1
 1872               	.LVL84:
 1873               	.LM149:
 1874 0b5c 8A81      		ldd r24,Y+2
 1875 0b5e 9B81      		ldd r25,Y+3
 1876               	.LVL85:
 1877 0b60 8E17      		cp r24,r30
 1878 0b62 9F07      		cpc r25,r31
 1879 0b64 01F0      		breq .L114
 1880               	.LVL86:
 1881               	.L111:
 1882               	.LM150:
 1883 0b66 2D93      		st X+,r18
 1884 0b68 3C93      		st X,r19
 1885               	.LM151:
 1886 0b6a 1481      		ldd r17,Z+4
 1887               	.LVL87:
 1888 0b6c 0581      		ldd r16,Z+5
 1889               	.LVL88:
 1890               	.LM152:
 1891 0b6e CF01      		movw r24,r30
 1892 0b70 0E94 0000 		call free
 1893               	.LVL89:
 1894               	.LM153:
 1895 0b74 812F      		mov r24,r17
 1896 0b76 902F      		mov r25,r16
 1897               	/* epilogue start */
 1898 0b78 DF91      		pop r29
 1899 0b7a CF91      		pop r28
 1900               	.LVL90:
 1901 0b7c 1F91      		pop r17
 1902               	.LVL91:
 1903 0b7e 0F91      		pop r16
 1904               	.LVL92:
 1905 0b80 0895      		ret
 1906               	.LVL93:
 1907               	.L114:
 1908               	.LM154:
 1909 0b82 8881      		ld r24,Y
 1910 0b84 9981      		ldd r25,Y+1
 1911 0b86 E817      		cp r30,r24
 1912 0b88 F907      		cpc r31,r25
 1913 0b8a 01F0      		breq .L115
 1914               	.LM155:
 1915 0b8c 6A83      		std Y+2,r22
 1916 0b8e 7B83      		std Y+3,r23
 1917 0b90 00C0      		rjmp .L111
 1918               	.L115:
 1919               	.LM156:
 1920 0b92 1A82      		std Y+2,__zero_reg__
 1921 0b94 1B82      		std Y+3,__zero_reg__
 1922 0b96 00C0      		rjmp .L111
 1923               	.LFE25:
 1925               	.global	queue_dequeue
 1927               	queue_dequeue:
 1928               	.LFB27:
 1929               	.LM157:
 1930               	.LVL94:
 1931 0b98 0F93      		push r16
 1932 0b9a 1F93      		push r17
 1933 0b9c CF93      		push r28
 1934 0b9e DF93      		push r29
 1935               	/* prologue: function */
 1936               	/* frame size = 0 */
 1937 0ba0 DC01      		movw r26,r24
 1938 0ba2 EB01      		movw r28,r22
 1939               	.LBB212:
 1940               	.LBB213:
 1941               	.LM158:
 1942 0ba4 ED91      		ld r30,X+
 1943 0ba6 FC91      		ld r31,X
 1944 0ba8 1197      		sbiw r26,1
 1945               	.LVL95:
 1946 0baa 3097      		sbiw r30,0
 1947 0bac 01F0      		breq .L117
 1948               	.LVL96:
 1949               	.LM159:
 1950 0bae 8081      		ld r24,Z
 1951 0bb0 9181      		ldd r25,Z+1
 1952 0bb2 8D93      		st X+,r24
 1953 0bb4 9C93      		st X,r25
 1954 0bb6 1197      		sbiw r26,1
 1955               	.LM160:
 1956 0bb8 892B      		or r24,r25
 1957 0bba 01F0      		breq .L120
 1958               	.LVL97:
 1959               	.L117:
 1960               	.LBE213:
 1961               	.LBE212:
 1962               	.LM161:
 1963 0bbc 1481      		ldd r17,Z+4
 1964               	.LVL98:
 1965 0bbe 0581      		ldd r16,Z+5
 1966               	.LVL99:
 1967               	.LM162:
 1968 0bc0 2097      		sbiw r28,0
 1969 0bc2 01F0      		breq .L118
 1970               	.LM163:
 1971 0bc4 8281      		ldd r24,Z+2
 1972 0bc6 9381      		ldd r25,Z+3
 1973 0bc8 8883      		st Y,r24
 1974 0bca 9983      		std Y+1,r25
 1975               	.LVL100:
 1976               	.L118:
 1977               	.LM164:
 1978 0bcc CF01      		movw r24,r30
 1979 0bce 0E94 0000 		call free
 1980               	.LVL101:
 1981               	.LM165:
 1982 0bd2 812F      		mov r24,r17
 1983 0bd4 902F      		mov r25,r16
 1984               	/* epilogue start */
 1985 0bd6 DF91      		pop r29
 1986 0bd8 CF91      		pop r28
 1987               	.LVL102:
 1988 0bda 1F91      		pop r17
 1989               	.LVL103:
 1990 0bdc 0F91      		pop r16
 1991               	.LVL104:
 1992 0bde 0895      		ret
 1993               	.LVL105:
 1994               	.L120:
 1995               	.LBB215:
 1996               	.LBB214:
 1997               	.LM166:
 1998 0be0 1296      		adiw r26,2
 1999 0be2 1D92      		st X+,__zero_reg__
 2000 0be4 1C92      		st X,__zero_reg__
 2001 0be6 1397      		sbiw r26,2+1
 2002 0be8 00C0      		rjmp .L117
 2003               	.LBE214:
 2004               	.LBE215:
 2005               	.LFE27:
 2007               		.data
 2008               	.LC24:
 2009 012f 676F 7420 		.string	"got value %c\n"
 2009      7661 6C75 
 2009      6520 2563 
 2009      0A00 
 2010               		.text
 2012               	advance:
 2013               	.LFB33:
 2014               	.LM167:
 2015               	.LVL106:
 2016 0bea CF93      		push r28
 2017 0bec DF93      		push r29
 2018               	/* prologue: function */
 2019               	/* frame size = 0 */
 2020 0bee EC01      		movw r28,r24
 2021               	.LM168:
 2022 0bf0 4881      		ld r20,Y
 2023 0bf2 242F      		mov r18,r20
 2024 0bf4 30E0      		ldi r19,lo8(0)
 2025 0bf6 C901      		movw r24,r18
 2026               	.LVL107:
 2027 0bf8 8C7F      		andi r24,lo8(252)
 2028 0bfa 9070      		andi r25,hi8(252)
 2029 0bfc 0897      		sbiw r24,8
 2030 0bfe 01F4      		brne .+2
 2031 0c00 00C0      		rjmp .L169
 2032               	.LM169:
 2033 0c02 C901      		movw r24,r18
 2034 0c04 807C      		andi r24,lo8(192)
 2035 0c06 9070      		andi r25,hi8(192)
 2036 0c08 803C      		cpi r24,192
 2037 0c0a 9105      		cpc r25,__zero_reg__
 2038 0c0c 01F0      		breq .L170
 2039               	.LM170:
 2040 0c0e C901      		movw r24,r18
 2041 0c10 807F      		andi r24,lo8(240)
 2042 0c12 9070      		andi r25,hi8(240)
 2043 0c14 8033      		cpi r24,48
 2044 0c16 9105      		cpc r25,__zero_reg__
 2045 0c18 01F4      		brne .+2
 2046 0c1a 00C0      		rjmp .L171
 2047               	.LM171:
 2048 0c1c 403A      		cpi r20,lo8(-96)
 2049 0c1e 01F4      		brne .+2
 2050 0c20 00C0      		rjmp .L172
 2051               	.LM172:
 2052 0c22 A901      		movw r20,r18
 2053 0c24 407E      		andi r20,lo8(224)
 2054 0c26 5070      		andi r21,hi8(224)
 2055 0c28 4034      		cpi r20,64
 2056 0c2a 5105      		cpc r21,__zero_reg__
 2057 0c2c 01F4      		brne .+2
 2058 0c2e 00C0      		rjmp .L173
 2059               	.LM173:
 2060 0c30 8097      		sbiw r24,32
 2061 0c32 01F4      		brne .+2
 2062 0c34 00C0      		rjmp .L174
 2063               	.LM174:
 2064 0c36 4036      		cpi r20,96
 2065 0c38 5105      		cpc r21,__zero_reg__
 2066 0c3a 01F4      		brne .+2
 2067 0c3c 00C0      		rjmp .L175
 2068               	.LM175:
 2069 0c3e DE01      		movw r26,r28
 2070 0c40 1196      		adiw r26,1
 2071               	.LVL108:
 2072 0c42 00C0      		rjmp .L126
 2073               	.LVL109:
 2074               	.L170:
 2075               	.LBB216:
 2076               	.LM176:
 2077 0c44 C901      		movw r24,r18
 2078 0c46 8F73      		andi r24,lo8(63)
 2079 0c48 9070      		andi r25,hi8(63)
 2080 0c4a 0097      		sbiw r24,0
 2081 0c4c 01F0      		breq .+2
 2082 0c4e 00C0      		rjmp .L176
 2083               	.L128:
 2084               	.LM177:
 2085 0c50 4BE0      		ldi r20,lo8(11)
 2086 0c52 50E0      		ldi r21,hi8(11)
 2087 0c54 69E0      		ldi r22,lo8(9)
 2088 0c56 70E0      		ldi r23,hi8(9)
 2089 0c58 87E0      		ldi r24,lo8(7)
 2090 0c5a 90E0      		ldi r25,hi8(7)
 2091               	.L131:
 2092               	.LM178:
 2093 0c5c 2981      		ldd r18,Y+1
 2094 0c5e 2695      		lsr r18
 2095 0c60 2695      		lsr r18
 2096 0c62 01F4      		brne .+2
 2097 0c64 00C0      		rjmp .L132
 2098               	.LM179:
 2099 0c66 2130      		cpi r18,lo8(1)
 2100 0c68 01F4      		brne .+2
 2101 0c6a 00C0      		rjmp .L132
 2102               	.LM180:
 2103 0c6c 2230      		cpi r18,lo8(2)
 2104 0c6e 01F4      		brne .+2
 2105 0c70 00C0      		rjmp .L140
 2106               	.LM181:
 2107 0c72 2430      		cpi r18,lo8(4)
 2108 0c74 01F4      		brne .+2
 2109 0c76 00C0      		rjmp .L140
 2110               	.LM182:
 2111 0c78 30E0      		ldi r19,lo8(0)
 2112 0c7a 25FD      		sbrc r18,5
 2113 0c7c 00C0      		rjmp .L153
 2114               	.LM183:
 2115 0c7e 00D0      		rcall .
 2116 0c80 0F92      		push __tmp_reg__
 2117 0c82 80E0      		ldi r24,lo8(.LC24)
 2118 0c84 90E0      		ldi r25,hi8(.LC24)
 2119 0c86 EDB7      		in r30,__SP_L__
 2120 0c88 FEB7      		in r31,__SP_H__
 2121 0c8a 8183      		std Z+1,r24
 2122 0c8c 9283      		std Z+2,r25
 2123 0c8e 3070      		andi r19,hi8(255)
 2124 0c90 2383      		std Z+3,r18
 2125 0c92 3483      		std Z+4,r19
 2126 0c94 0E94 0000 		call printf
 2127               	.LM184:
 2128 0c98 0F90      		pop __tmp_reg__
 2129 0c9a 0F90      		pop __tmp_reg__
 2130 0c9c 0F90      		pop __tmp_reg__
 2131 0c9e 0F90      		pop __tmp_reg__
 2132 0ca0 80E0      		ldi r24,lo8(.LC19)
 2133 0ca2 90E0      		ldi r25,hi8(.LC19)
 2134 0ca4 61E2      		ldi r22,lo8(289)
 2135 0ca6 71E0      		ldi r23,hi8(289)
 2136 0ca8 40E0      		ldi r20,lo8(.LC20)
 2137 0caa 50E0      		ldi r21,hi8(.LC20)
 2138 0cac 0E94 0000 		call __myassert
 2139               	.LM185:
 2140 0cb0 81E0      		ldi r24,lo8(1)
 2141 0cb2 90E0      		ldi r25,hi8(1)
 2142 0cb4 0E94 0000 		call exit
 2143               	.L169:
 2144               	.LBE216:
 2145               	.LBB217:
 2146               	.LM186:
 2147 0cb8 8A81      		ldd r24,Y+2
 2148 0cba 90E0      		ldi r25,lo8(0)
 2149 0cbc 8F73      		andi r24,lo8(63)
 2150 0cbe 9070      		andi r25,hi8(63)
 2151 0cc0 0097      		sbiw r24,0
 2152 0cc2 01F0      		breq .L123
 2153               	.LM187:
 2154 0cc4 8130      		cpi r24,1
 2155 0cc6 9105      		cpc r25,__zero_reg__
 2156 0cc8 01F0      		breq .L123
 2157               	.LM188:
 2158 0cca 8230      		cpi r24,2
 2159 0ccc 9105      		cpc r25,__zero_reg__
 2160 0cce 01F0      		breq .L124
 2161               	.LM189:
 2162 0cd0 0497      		sbiw r24,4
 2163 0cd2 01F0      		breq .+2
 2164 0cd4 00C0      		rjmp .L177
 2165               	.L124:
 2166               	.LM190:
 2167 0cd6 85E0      		ldi r24,lo8(5)
 2168 0cd8 90E0      		ldi r25,hi8(5)
 2169               	.L153:
 2170               	.LBE217:
 2171               	.LBB218:
 2172               	.LM191:
 2173 0cda DE01      		movw r26,r28
 2174 0cdc A80F      		add r26,r24
 2175 0cde B91F      		adc r27,r25
 2176               	.LVL110:
 2177               	.L126:
 2178               	.LBE218:
 2179               	.LM192:
 2180 0ce0 CD01      		movw r24,r26
 2181               	.LVL111:
 2182               	/* epilogue start */
 2183 0ce2 DF91      		pop r29
 2184 0ce4 CF91      		pop r28
 2185 0ce6 0895      		ret
 2186               	.LVL112:
 2187               	.L123:
 2188               	.LBB219:
 2189               	.LM193:
 2190 0ce8 87E0      		ldi r24,lo8(7)
 2191 0cea 90E0      		ldi r25,hi8(7)
 2192 0cec 00C0      		rjmp .L153
 2193               	.L176:
 2194               	.LBE219:
 2195               	.LBB220:
 2196               	.LM194:
 2197 0cee 8130      		cpi r24,1
 2198 0cf0 9105      		cpc r25,__zero_reg__
 2199 0cf2 01F4      		brne .+2
 2200 0cf4 00C0      		rjmp .L128
 2201               	.LM195:
 2202 0cf6 8230      		cpi r24,2
 2203 0cf8 9105      		cpc r25,__zero_reg__
 2204 0cfa 01F4      		brne .+2
 2205 0cfc 00C0      		rjmp .L129
 2206               	.LM196:
 2207 0cfe 0497      		sbiw r24,4
 2208 0d00 01F4      		brne .+2
 2209 0d02 00C0      		rjmp .L129
 2210               	.LM197:
 2211 0d04 45FF      		sbrs r20,5
 2212 0d06 00C0      		rjmp .L130
 2213 0d08 47E0      		ldi r20,lo8(7)
 2214 0d0a 50E0      		ldi r21,hi8(7)
 2215 0d0c 65E0      		ldi r22,lo8(5)
 2216 0d0e 70E0      		ldi r23,hi8(5)
 2217 0d10 83E0      		ldi r24,lo8(3)
 2218 0d12 90E0      		ldi r25,hi8(3)
 2219 0d14 00C0      		rjmp .L131
 2220               	.L173:
 2221               	.LBE220:
 2222               	.LBB221:
 2223               	.LM198:
 2224 0d16 8981      		ldd r24,Y+1
 2225 0d18 90E0      		ldi r25,lo8(0)
 2226 0d1a 9C01      		movw r18,r24
 2227 0d1c 2F73      		andi r18,lo8(63)
 2228 0d1e 3070      		andi r19,hi8(63)
 2229 0d20 2130      		cpi r18,1
 2230 0d22 3105      		cpc r19,__zero_reg__
 2231 0d24 01F4      		brne .+2
 2232 0d26 00C0      		rjmp .L151
 2233               	.LM199:
 2234 0d28 2115      		cp r18,__zero_reg__
 2235 0d2a 3105      		cpc r19,__zero_reg__
 2236 0d2c 01F4      		brne .+2
 2237 0d2e 00C0      		rjmp .L151
 2238               	.LM200:
 2239 0d30 2230      		cpi r18,2
 2240 0d32 3105      		cpc r19,__zero_reg__
 2241 0d34 01F4      		brne .+2
 2242 0d36 00C0      		rjmp .L178
 2243               	.LM201:
 2244 0d38 85FD      		sbrc r24,5
 2245 0d3a 00C0      		rjmp .L179
 2246               	.LM202:
 2247 0d3c 2430      		cpi r18,4
 2248 0d3e 3105      		cpc r19,__zero_reg__
 2249 0d40 01F0      		breq .+2
 2250 0d42 00C0      		rjmp .L155
 2251               	.LM203:
 2252 0d44 80E0      		ldi r24,lo8(.LC19)
 2253 0d46 90E0      		ldi r25,hi8(.LC19)
 2254 0d48 6DE7      		ldi r22,lo8(381)
 2255 0d4a 71E0      		ldi r23,hi8(381)
 2256 0d4c 40E0      		ldi r20,lo8(.LC20)
 2257 0d4e 50E0      		ldi r21,hi8(.LC20)
 2258 0d50 0E94 0000 		call __myassert
 2259               	.LM204:
 2260 0d54 81E0      		ldi r24,lo8(1)
 2261 0d56 90E0      		ldi r25,hi8(1)
 2262 0d58 0E94 0000 		call exit
 2263               	.L140:
 2264               	.LBE221:
 2265               	.LBB222:
 2266               	.LM205:
 2267 0d5c CB01      		movw r24,r22
 2268 0d5e 00C0      		rjmp .L153
 2269               	.L171:
 2270               	.LM206:
 2271 0d60 4981      		ldd r20,Y+1
 2272 0d62 2F70      		andi r18,lo8(15)
 2273 0d64 3070      		andi r19,hi8(15)
 2274 0d66 220F      		lsl r18
 2275 0d68 331F      		rol r19
 2276 0d6a 220F      		lsl r18
 2277 0d6c 331F      		rol r19
 2278 0d6e 842F      		mov r24,r20
 2279 0d70 8295      		swap r24
 2280 0d72 8695      		lsr r24
 2281 0d74 8695      		lsr r24
 2282 0d76 8370      		andi r24,0x3
 2283 0d78 822B      		or r24,r18
 2284 0d7a 01F4      		brne .+2
 2285 0d7c 00C0      		rjmp .L136
 2286               	.LM207:
 2287 0d7e 8130      		cpi r24,lo8(1)
 2288 0d80 01F4      		brne .+2
 2289 0d82 00C0      		rjmp .L136
 2290               	.LM208:
 2291 0d84 8230      		cpi r24,lo8(2)
 2292 0d86 01F4      		brne .+2
 2293 0d88 00C0      		rjmp .L137
 2294               	.LM209:
 2295 0d8a 8430      		cpi r24,lo8(4)
 2296 0d8c 01F4      		brne .+2
 2297 0d8e 00C0      		rjmp .L137
 2298               	.LM210:
 2299 0d90 8F31      		cpi r24,lo8(31)
 2300 0d92 01F0      		breq .L138
 2301               	.LM211:
 2302 0d94 85FD      		sbrc r24,5
 2303 0d96 00C0      		rjmp .L138
 2304               	.LM212:
 2305 0d98 8330      		cpi r24,lo8(3)
 2306 0d9a 01F0      		breq .+2
 2307 0d9c 00C0      		rjmp .L180
 2308               	.L138:
