   1               		.file	"set_runtime.c"
   2               	__SREG__ = 0x3f
 848 0436 0E94 0000 		call malloc
 849 043a F801      		movw r30,r16
 850 043c 8083      		st Z,r24
 851 043e 9183      		std Z+1,r25
 852 0440 D701      		movw r26,r14
 853 0442 1496      		adiw r26,4
 854 0444 ED91      		ld r30,X+
 855 0446 FC91      		ld r31,X
 856 0448 1597      		sbiw r26,4+1
 857 044a 4681      		ldd r20,Z+6
 858 044c 5781      		ldd r21,Z+7
 859 044e 6D2D      		mov r22,r13
 860 0450 7C2D      		mov r23,r12
 861 0452 0E94 0000 		call memcpy
 862 0456 F701      		movw r30,r14
 863 0458 8481      		ldd r24,Z+4
 864 045a 9581      		ldd r25,Z+5
 865 045c D801      		movw r26,r16
 866               	.LVL60:
 867               	.L67:
 868               	.LBE12:
 869               	.LM90:
 870 045e ED91      		ld r30,X+
 871 0460 FC91      		ld r31,X
 872 0462 DC01      		movw r26,r24
 873 0464 1696      		adiw r26,6
 874 0466 8D91      		ld r24,X+
 875 0468 9C91      		ld r25,X
 876 046a 1797      		sbiw r26,6+1
 877 046c E80F      		add r30,r24
 878 046e F91F      		adc r31,r25
 879 0470 C083      		st Z,r28
 880 0472 D183      		std Z+1,r29
 881 0474 E701      		movw r28,r14
 882               	.LVL61:
 883 0476 8A81      		ldd r24,Y+2
 884 0478 9B81      		ldd r25,Y+3
 885 047a 0196      		adiw r24,1
 886 047c 8A83      		std Y+2,r24
 887 047e 9B83      		std Y+3,r25
 888               	.LVL62:
 889               	.L64:
 890               	/* epilogue start */
 891               	.LBE13:
 892               	.LM91:
 893 0480 DF91      		pop r29
 894 0482 CF91      		pop r28
 895               	.LVL63:
 896 0484 1F91      		pop r17
 897 0486 0F91      		pop r16
 898               	.LVL64:
 899 0488 FF90      		pop r15
 900 048a EF90      		pop r14
 901               	.LVL65:
 902 048c DF90      		pop r13
 903               	.LVL66:
 904 048e CF90      		pop r12
 905               	.LVL67:
 906 0490 0895      		ret
 907               	.LVL68:
 908               	.L60:
 909               	.LM92:
 910 0492 2097      		sbiw r28,0
 911 0494 01F0      		breq .L54
 912               	.LVL69:
 913               	.LBB14:
 914               	.LM93:
 915 0496 1296      		adiw r26,2
 916 0498 ED91      		ld r30,X+
 917 049a FC91      		ld r31,X
 918 049c 1397      		sbiw r26,2+1
 919 049e 8D2D      		mov r24,r13
 920 04a0 9C2D      		mov r25,r12
 921 04a2 BE01      		movw r22,r28
 922 04a4 1995      		eicall
 923 04a6 892B      		or r24,r25
 924 04a8 01F4      		brne .L64
 925               	.LM94:
 926 04aa D701      		movw r26,r14
 927 04ac 1496      		adiw r26,4
 928 04ae ED91      		ld r30,X+
 929 04b0 FC91      		ld r31,X
 930 04b2 1597      		sbiw r26,4+1
 931 04b4 8681      		ldd r24,Z+6
 932 04b6 9781      		ldd r25,Z+7
 933 04b8 8E01      		movw r16,r28
 934               	.LVL70:
 935 04ba 080F      		add r16,r24
 936 04bc 191F      		adc r17,r25
 937               	.LM95:
 938 04be 0296      		adiw r24,2
 939 04c0 0E94 0000 		call malloc
 940 04c4 E801      		movw r28,r16
 941               	.LVL71:
 942 04c6 8883      		st Y,r24
 943 04c8 9983      		std Y+1,r25
 944 04ca D701      		movw r26,r14
 945 04cc 1496      		adiw r26,4
 946 04ce ED91      		ld r30,X+
 947 04d0 FC91      		ld r31,X
 948 04d2 1597      		sbiw r26,4+1
 949 04d4 4681      		ldd r20,Z+6
 950 04d6 5781      		ldd r21,Z+7
 951 04d8 6D2D      		mov r22,r13
 952 04da 7C2D      		mov r23,r12
 953 04dc 0E94 0000 		call memcpy
 954 04e0 E701      		movw r28,r14
 955 04e2 AC81      		ldd r26,Y+4
 956 04e4 BD81      		ldd r27,Y+5
 957 04e6 E801      		movw r28,r16
 958 04e8 E881      		ld r30,Y
 959 04ea F981      		ldd r31,Y+1
 960 04ec 1696      		adiw r26,6
 961 04ee 8D91      		ld r24,X+
 962 04f0 9C91      		ld r25,X
 963 04f2 1797      		sbiw r26,6+1
 964 04f4 E80F      		add r30,r24
 965 04f6 F91F      		adc r31,r25
 966 04f8 1082      		st Z,__zero_reg__
 967 04fa 1182      		std Z+1,__zero_reg__
 968 04fc F701      		movw r30,r14
 969 04fe 8281      		ldd r24,Z+2
 970 0500 9381      		ldd r25,Z+3
 971 0502 0196      		adiw r24,1
 972 0504 8283      		std Z+2,r24
 973 0506 9383      		std Z+3,r25
 974 0508 00C0      		rjmp .L64
 975               	.LVL72:
 976               	.L68:
 977 050a EC01      		movw r28,r24
 978               	.LVL73:
 979 050c AC81      		ldd r26,Y+4
 980 050e BD81      		ldd r27,Y+5
 981               	.LVL74:
 982               	.L54:
 983               	.LBE14:
 984               	.LM96:
 985 0510 1696      		adiw r26,6
 986 0512 8D91      		ld r24,X+
 987 0514 9C91      		ld r25,X
 988 0516 1797      		sbiw r26,6+1
 989 0518 0296      		adiw r24,2
 990 051a 0E94 0000 		call malloc
 991 051e D701      		movw r26,r14
 992 0520 8C93      		st X,r24
 993 0522 1196      		adiw r26,1
 994 0524 9C93      		st X,r25
 995 0526 1197      		sbiw r26,1
 996 0528 1496      		adiw r26,4
 997 052a ED91      		ld r30,X+
 998 052c FC91      		ld r31,X
 999 052e 1597      		sbiw r26,4+1
 1000 0530 4681      		ldd r20,Z+6
 1001 0532 5781      		ldd r21,Z+7
 1002 0534 6D2D      		mov r22,r13
 1003 0536 7C2D      		mov r23,r12
 1004 0538 0E94 0000 		call memcpy
 1005 053c E701      		movw r28,r14
 1006               	.LVL75:
 1007 053e AC81      		ldd r26,Y+4
 1008 0540 BD81      		ldd r27,Y+5
 1009 0542 E881      		ld r30,Y
 1010 0544 F981      		ldd r31,Y+1
 1011 0546 1696      		adiw r26,6
 1012 0548 8D91      		ld r24,X+
 1013 054a 9C91      		ld r25,X
 1014 054c 1797      		sbiw r26,6+1
 1015 054e E80F      		add r30,r24
 1016 0550 F91F      		adc r31,r25
 1017 0552 1082      		st Z,__zero_reg__
 1018 0554 1182      		std Z+1,__zero_reg__
 1019 0556 8A81      		ldd r24,Y+2
 1020 0558 9B81      		ldd r25,Y+3
 1021 055a 0196      		adiw r24,1
 1022 055c 8A83      		std Y+2,r24
 1023 055e 9B83      		std Y+3,r25
 1024 0560 00C0      		rjmp .L64
 1025               	.LVL76:
 1026               	.L56:
 1027               	.LBB15:
 1028               	.LM97:
 1029 0562 D701      		movw r26,r14
 1030 0564 1496      		adiw r26,4
 1031 0566 ED91      		ld r30,X+
 1032 0568 FC91      		ld r31,X
 1033 056a 1597      		sbiw r26,4+1
 1034 056c 8681      		ldd r24,Z+6
 1035 056e 9781      		ldd r25,Z+7
 1036 0570 0296      		adiw r24,2
 1037 0572 0E94 0000 		call malloc
 1038 0576 F701      		movw r30,r14
 1039 0578 8083      		st Z,r24
 1040 057a 9183      		std Z+1,r25
 1041 057c 0480      		ldd __tmp_reg__,Z+4
 1042 057e F581      		ldd r31,Z+5
 1043 0580 E02D      		mov r30,__tmp_reg__
 1044 0582 4681      		ldd r20,Z+6
 1045 0584 5781      		ldd r21,Z+7
 1046 0586 6D2D      		mov r22,r13
 1047 0588 7C2D      		mov r23,r12
 1048 058a 0E94 0000 		call memcpy
 1049 058e D701      		movw r26,r14
 1050 0590 1496      		adiw r26,4
 1051 0592 8D91      		ld r24,X+
 1052 0594 9C91      		ld r25,X
 1053 0596 1597      		sbiw r26,4+1
 1054 0598 00C0      		rjmp .L67
 1055               	.LBE15:
 1056               	.LFE5:
 1058               	.global	set_float_insert
 1060               	set_float_insert:
 1061               	.LFB15:
 1062               	.LM98:
 1063               	.LVL77:
 1064 059a DF93      		push r29
 1065 059c CF93      		push r28
 1066 059e 00D0      		rcall .
 1067 05a0 0F92      		push __tmp_reg__
 1068 05a2 CDB7      		in r28,__SP_L__
 1069 05a4 DEB7      		in r29,__SP_H__
 1070               	/* prologue: function */
 1071               	/* frame size = 4 */
 1072 05a6 4983      		std Y+1,r20
 1073 05a8 5A83      		std Y+2,r21
 1074 05aa 6B83      		std Y+3,r22
 1075 05ac 7C83      		std Y+4,r23
 1076               	.LM99:
 1077 05ae BE01      		movw r22,r28
 1078 05b0 6F5F      		subi r22,lo8(-(1))
 1079 05b2 7F4F      		sbci r23,hi8(-(1))
 1080 05b4 0E94 0000 		call set_insert
 1081               	.LVL78:
 1082               	/* epilogue start */
 1083               	.LM100:
 1084 05b8 2496      		adiw r28,4
 1085 05ba CDBF      		out __SP_L__,r28
 1086 05bc DEBF      		out __SP_H__,r29
 1087 05be CF91      		pop r28
 1088 05c0 DF91      		pop r29
 1089 05c2 0895      		ret
 1090               	.LFE15:
 1092               	.global	set_int_insert
 1094               	set_int_insert:
 1095               	.LFB14:
 1096               	.LM101:
 1097               	.LVL79:
 1098 05c4 DF93      		push r29
 1099 05c6 CF93      		push r28
 1100 05c8 0F92      		push __tmp_reg__
 1101 05ca 0F92      		push __tmp_reg__
 1102 05cc CDB7      		in r28,__SP_L__
 1103 05ce DEB7      		in r29,__SP_H__
 1104               	/* prologue: function */
 1105               	/* frame size = 2 */
 1106 05d0 6983      		std Y+1,r22
 1107 05d2 7A83      		std Y+2,r23
 1108               	.LM102:
 1109 05d4 BE01      		movw r22,r28
 1110               	.LVL80:
 1111 05d6 6F5F      		subi r22,lo8(-(1))
 1112 05d8 7F4F      		sbci r23,hi8(-(1))
 1113 05da 0E94 0000 		call set_insert
 1114               	.LVL81:
 1115               	/* epilogue start */
 1116               	.LM103:
 1117 05de 0F90      		pop __tmp_reg__
 1118 05e0 0F90      		pop __tmp_reg__
 1119 05e2 CF91      		pop r28
 1120 05e4 DF91      		pop r29
 1121 05e6 0895      		ret
 1122               	.LFE14:
 1124               		.lcomm int_descriptor,2
 1125               		.lcomm float_descriptor,2
 1262               	.Letext0:
DEFINED SYMBOLS
                            *ABS*:00000000 set_runtime.c
     /tmp/ccnvA0OI.s:2      *ABS*:0000003f __SREG__
     /tmp/ccnvA0OI.s:3      *ABS*:0000003e __SP_H__
     /tmp/ccnvA0OI.s:4      *ABS*:0000003d __SP_L__
     /tmp/ccnvA0OI.s:5      *ABS*:00000034 __CCP__
     /tmp/ccnvA0OI.s:6      *ABS*:00000000 __tmp_reg__
     /tmp/ccnvA0OI.s:7      *ABS*:00000001 __zero_reg__
     /tmp/ccnvA0OI.s:19     .text:00000000 compare_int_values
     /tmp/ccnvA0OI.s:49     .text:0000001e equal_int_values
     /tmp/ccnvA0OI.s:83     .text:00000040 compare_float_values
     /tmp/ccnvA0OI.s:127    .text:00000078 equal_float_values
     /tmp/ccnvA0OI.s:166    .text:000000a8 set_equal
     /tmp/ccnvA0OI.s:281    .text:0000013e set_init_descriptors
                             .bss:00000000 int_descriptor
     /tmp/ccnvA0OI.s:396    .text:000001de print_int_value
     /tmp/ccnvA0OI.s:1124   .bss:00000002 float_descriptor
     /tmp/ccnvA0OI.s:350    .text:000001a4 print_float_value
     /tmp/ccnvA0OI.s:434    .text:0000020e set_delete
     /tmp/ccnvA0OI.s:503    .text:0000024e set_print
     /tmp/ccnvA0OI.s:632    .text:00000312 set_float_create
     /tmp/ccnvA0OI.s:690    .text:00000358 set_int_create
     /tmp/ccnvA0OI.s:744    .text:0000039e set_insert
     /tmp/ccnvA0OI.s:1060   .text:0000059a set_float_insert
     /tmp/ccnvA0OI.s:1094   .text:000005c4 set_int_insert

UNDEFINED SYMBOLS
__do_copy_data
__do_clear_bss
__ltsf2
__eqsf2
malloc
printf
free
puts
__myassert
memcpy
